county,precinct,office,district,party,candidate,votes,vtd
GRANT,Ulysses Ward 1,State House,124,Republican,"Alford, J. Stephen",273,000020
GRANT,Ulysses Ward 2,State House,124,Republican,"Alford, J. Stephen",625,00003A
GRANT,Ulysses Ward 2 Exclave,State House,124,Republican,"Alford, J. Stephen",0,00003B
GRANT,Ulysses Ward 3,State House,124,Republican,"Alford, J. Stephen",648,000040
GRANT,Precinct 4 H122,State House,122,Republican,"Jennings, J. Russell ""Russ""",0,120020
GRANT,Precinct 4 H124,State House,124,Republican,"Alford, J. Stephen",420,120030
GRANT,Ulysses Ward 1,State Senate,39,Republican,"Powell, Larry R.",263,000020
GRANT,Ulysses Ward 2,State Senate,39,Republican,"Powell, Larry R.",582,00003A
GRANT,Ulysses Ward 2 Exclave,State Senate,39,Republican,"Powell, Larry R.",0,00003B
GRANT,Ulysses Ward 3,State Senate,39,Republican,"Powell, Larry R.",598,000040
GRANT,Precinct 4 H122,State Senate,39,Republican,"Powell, Larry R.",0,120020
GRANT,Precinct 4 H124,State Senate,39,Republican,"Powell, Larry R.",400,120030
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Ayers, Avery L",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Barnett, Andre",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Barr, Roseanne C",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Bush, Kent W",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Christensen, Will",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Duncan, Richard A",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Goode, Virgil",1,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Hoefling, Tom",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Knill, Dennis J",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Reed, Jill A.",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Rogers, Rick L",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Stein, Jill E",1,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Thorne, Kevin M",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,write - in,"Warner, Gerald L.",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,Democratic,"Obama, Barack",88,000020
GRANT,Ulysses Ward 1,President / Vice President,,Libertarian,"Johnson, Gary",0,000020
GRANT,Ulysses Ward 1,President / Vice President,,Reform,"Baldwin, Chuck",2,000020
GRANT,Ulysses Ward 1,President / Vice President,,Republican,"Romney, Mitt",224,000020
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Ayers, Avery L",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Barnett, Andre",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Barr, Roseanne C",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Bush, Kent W",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Christensen, Will",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Duncan, Richard A",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Goode, Virgil",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Hoefling, Tom",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Knill, Dennis J",0,00003A
GRANT,Ulysses Ward 2,President / Vice President,,write - in,"Reed, Jill A.",0,00003A
