county,precinct,office,district,party,candidate,votes,vtd
GRAY,Copeland Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",14,000020
GRAY,Copeland Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",122,000020
GRAY,East Hess Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",32,000030
GRAY,East Hess Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",90,000030
GRAY,Foote Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",10,000040
GRAY,Foote Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",36,000040
GRAY,Ingalls Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",35,000050
GRAY,Ingalls Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",157,000050
GRAY,Logan Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",12,000060
GRAY,Logan Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",72,000060
GRAY,Montezuma Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",43,000070
GRAY,Montezuma Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",283,000070
GRAY,Cimarron Township Precinct 1,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",53,500010
GRAY,Cimarron Township Precinct 1,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",214,500010
GRAY,Cimarron Township Precinct 2,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",117,500020
GRAY,Cimarron Township Precinct 2,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",562,500020
GRAY,Copeland Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",15,000020
GRAY,Copeland Township,Kansas Senate,38,Republican,"Love, Garrett",127,000020
GRAY,East Hess Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",19,000030
GRAY,East Hess Township,Kansas Senate,38,Republican,"Love, Garrett",108,000030
GRAY,Foote Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",3,000040
GRAY,Foote Township,Kansas Senate,38,Republican,"Love, Garrett",43,000040
GRAY,Ingalls Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",30,000050
GRAY,Ingalls Township,Kansas Senate,38,Republican,"Love, Garrett",168,000050
GRAY,Logan Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",9,000060
GRAY,Logan Township,Kansas Senate,38,Republican,"Love, Garrett",75,000060
GRAY,Montezuma Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",53,000070
GRAY,Montezuma Township,Kansas Senate,38,Republican,"Love, Garrett",287,000070
GRAY,Cimarron Township Precinct 1,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",47,500010
GRAY,Cimarron Township Precinct 1,Kansas Senate,38,Republican,"Love, Garrett",230,500010
GRAY,Cimarron Township Precinct 2,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",97,500020
