county,precinct,office,district,candidate,candidate_first,candidate_middle,candidate_last,candidate_suffix,party,votes
Shawnee,ALDERSGATE,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,119
Shawnee,APACE,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,161
Shawnee,BUFFALO,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,135
Shawnee,CENTRAL MISSION,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,215
Shawnee,CENTRAL PAULINE,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,39
Shawnee,CHEYENNE,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,201
Shawnee,CITY OF AUBURN,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,182
Shawnee,CULLEN,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,207
Shawnee,DEER CREEK,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,5
Shawnee,DOVER,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,136
Shawnee,EAST PECK,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,125
Shawnee,EAST ROSSVILLE,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,141
Shawnee,EAST SILVER LAKE,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,243
Shawnee,EAST SOLDIER,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,220
Shawnee,EAST WICHITA,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,362
Shawnee,ELMONT,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,253
Shawnee,FORBES,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,20
Shawnee,FOX,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,202
Shawnee,GAILLARDIA,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,158
Shawnee,GROVE,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,102
Shawnee,INDIAN HILLS,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,181
Shawnee,INDIANOLA,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,177
Shawnee,IROQUIS,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,201
Shawnee,KAW,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,231
Shawnee,KILMER,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,51
Shawnee,KINGSTON,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,42
Shawnee,KIOWA,President,,"Obama, Barack  ",Barack,,Obama,,Democratic,293
