county,precinct,office,district,party,candidate,votes,vtd
LANE,Alamota Township,State House,118,Republican,"Hineman, Don",39,000010
LANE,Dighton Township 2,State House,118,Republican,"Hineman, Don",64,000020
LANE,Dighton Township 3,State House,118,Republican,"Hineman, Don",29,000030
LANE,Cheyenne Township,State House,118,Republican,"Hineman, Don",119,000040
LANE,Dighton Township 1,State House,118,Republican,"Hineman, Don",34,000050
LANE,Dighton City Precinct 1,State House,118,Republican,"Hineman, Don",183,000060
LANE,Dighton City Precinct 2,State House,118,Republican,"Hineman, Don",245,000070
LANE,Dighton City Precinct 3,State House,118,Republican,"Hineman, Don",83,000080
LANE,White Rock Township,State House,118,Republican,"Hineman, Don",11,000100
LANE,Wilson Township,State House,118,Republican,"Hineman, Don",34,000110
LANE,Alamota Township,State Senate,33,Republican,"Holmes, Mitch",33,000010
LANE,Dighton Township 2,State Senate,33,Republican,"Holmes, Mitch",57,000020
LANE,Dighton Township 3,State Senate,33,Republican,"Holmes, Mitch",28,000030
LANE,Cheyenne Township,State Senate,33,Republican,"Holmes, Mitch",106,000040
LANE,Dighton Township 1,State Senate,33,Republican,"Holmes, Mitch",29,000050
LANE,Dighton City Precinct 1,State Senate,33,Republican,"Holmes, Mitch",165,000060
LANE,Dighton City Precinct 2,State Senate,33,Republican,"Holmes, Mitch",213,000070
LANE,Dighton City Precinct 3,State Senate,33,Republican,"Holmes, Mitch",73,000080
LANE,White Rock Township,State Senate,33,Republican,"Holmes, Mitch",11,000100
LANE,Wilson Township,State Senate,33,Republican,"Holmes, Mitch",29,000110
LANE,Alamota Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Ayers, Avery L",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Barnett, Andre",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Barr, Roseanne C",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Bush, Kent W",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Christensen, Will",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Duncan, Richard A",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Goode, Virgil",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Hoefling, Tom",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Knill, Dennis J",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Reed, Jill A.",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Rogers, Rick L",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Stein, Jill E",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Thorne, Kevin M",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000010
LANE,Alamota Township,President / Vice President,,write - in,"Warner, Gerald L.",0,000010
LANE,Alamota Township,President / Vice President,,Democratic,"Obama, Barack",5,000010
LANE,Alamota Township,President / Vice President,,Libertarian,"Johnson, Gary",0,000010
LANE,Alamota Township,President / Vice President,,Reform,"Baldwin, Chuck",1,000010
LANE,Alamota Township,President / Vice President,,Republican,"Romney, Mitt",39,000010
LANE,Dighton Township 2,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Ayers, Avery L",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Barnett, Andre",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Barr, Roseanne C",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Bush, Kent W",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Christensen, Will",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Duncan, Richard A",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Goode, Virgil",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Hoefling, Tom",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Knill, Dennis J",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Reed, Jill A.",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Rogers, Rick L",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Stein, Jill E",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Thorne, Kevin M",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000020
LANE,Dighton Township 2,President / Vice President,,write - in,"Warner, Gerald L.",0,000020
LANE,Dighton Township 2,President / Vice President,,Democratic,"Obama, Barack",5,000020
LANE,Dighton Township 2,President / Vice President,,Libertarian,"Johnson, Gary",1,000020
LANE,Dighton Township 2,President / Vice President,,Reform,"Baldwin, Chuck",0,000020
LANE,Dighton Township 2,President / Vice President,,Republican,"Romney, Mitt",63,000020
LANE,Dighton Township 3,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Ayers, Avery L",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Barnett, Andre",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Barr, Roseanne C",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Bush, Kent W",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Christensen, Will",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Duncan, Richard A",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Goode, Virgil",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Hoefling, Tom",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Knill, Dennis J",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Reed, Jill A.",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Rogers, Rick L",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Stein, Jill E",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Thorne, Kevin M",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000030
LANE,Dighton Township 3,President / Vice President,,write - in,"Warner, Gerald L.",0,000030
LANE,Dighton Township 3,President / Vice President,,Democratic,"Obama, Barack",6,000030
LANE,Dighton Township 3,President / Vice President,,Libertarian,"Johnson, Gary",0,000030
LANE,Dighton Township 3,President / Vice President,,Reform,"Baldwin, Chuck",0,000030
LANE,Dighton Township 3,President / Vice President,,Republican,"Romney, Mitt",27,000030
LANE,Cheyenne Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Ayers, Avery L",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Barnett, Andre",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Barr, Roseanne C",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Bush, Kent W",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Christensen, Will",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Duncan, Richard A",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Goode, Virgil",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Hoefling, Tom",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Knill, Dennis J",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Reed, Jill A.",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Rogers, Rick L",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Stein, Jill E",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Thorne, Kevin M",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000040
LANE,Cheyenne Township,President / Vice President,,write - in,"Warner, Gerald L.",0,000040
LANE,Cheyenne Township,President / Vice President,,Democratic,"Obama, Barack",22,000040
LANE,Cheyenne Township,President / Vice President,,Libertarian,"Johnson, Gary",2,000040
LANE,Cheyenne Township,President / Vice President,,Reform,"Baldwin, Chuck",2,000040
LANE,Cheyenne Township,President / Vice President,,Republican,"Romney, Mitt",105,000040
LANE,Dighton Township 1,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Ayers, Avery L",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Barnett, Andre",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Barr, Roseanne C",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Bush, Kent W",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Christensen, Will",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Duncan, Richard A",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Goode, Virgil",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Hoefling, Tom",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Knill, Dennis J",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Reed, Jill A.",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Rogers, Rick L",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Stein, Jill E",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Thorne, Kevin M",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000050
LANE,Dighton Township 1,President / Vice President,,write - in,"Warner, Gerald L.",0,000050
LANE,Dighton Township 1,President / Vice President,,Democratic,"Obama, Barack",10,000050
LANE,Dighton Township 1,President / Vice President,,Libertarian,"Johnson, Gary",0,000050
LANE,Dighton Township 1,President / Vice President,,Reform,"Baldwin, Chuck",0,000050
LANE,Dighton Township 1,President / Vice President,,Republican,"Romney, Mitt",29,000050
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Ayers, Avery L",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Barnett, Andre",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Barr, Roseanne C",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Bush, Kent W",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Christensen, Will",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Duncan, Richard A",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Goode, Virgil",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Hoefling, Tom",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Knill, Dennis J",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Reed, Jill A.",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Rogers, Rick L",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Stein, Jill E",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Thorne, Kevin M",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,write - in,"Warner, Gerald L.",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,Democratic,"Obama, Barack",45,000060
LANE,Dighton City Precinct 1,President / Vice President,,Libertarian,"Johnson, Gary",2,000060
LANE,Dighton City Precinct 1,President / Vice President,,Reform,"Baldwin, Chuck",0,000060
LANE,Dighton City Precinct 1,President / Vice President,,Republican,"Romney, Mitt",157,000060
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Ayers, Avery L",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Barnett, Andre",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Barr, Roseanne C",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Bush, Kent W",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Christensen, Will",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Duncan, Richard A",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Goode, Virgil",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Hoefling, Tom",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Knill, Dennis J",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Reed, Jill A.",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Rogers, Rick L",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Stein, Jill E",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Thorne, Kevin M",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,write - in,"Warner, Gerald L.",0,000070
LANE,Dighton City Precinct 2,President / Vice President,,Democratic,"Obama, Barack",59,000070
LANE,Dighton City Precinct 2,President / Vice President,,Libertarian,"Johnson, Gary",5,000070
LANE,Dighton City Precinct 2,President / Vice President,,Reform,"Baldwin, Chuck",2,000070
LANE,Dighton City Precinct 2,President / Vice President,,Republican,"Romney, Mitt",200,000070
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Ayers, Avery L",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Barnett, Andre",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Barr, Roseanne C",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Bush, Kent W",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Christensen, Will",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Duncan, Richard A",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Goode, Virgil",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Hoefling, Tom",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Knill, Dennis J",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Reed, Jill A.",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Rogers, Rick L",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Stein, Jill E",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Thorne, Kevin M",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000080
LANE,Dighton City Precinct 3,President / Vice President,,write - in,"Warner, Gerald L.",0,000080
