county,precinct,office,district,party,candidate,votes,vtd
JEFFERSON,Delaware Township,State House,47,Democratic,"Hanson, Bruce",365,000010
JEFFERSON,Delaware Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",426,000010
JEFFERSON,East Fairview,State House,47,Democratic,"Hanson, Bruce",160,000020
JEFFERSON,East Fairview,State House,47,Republican,"Gonzalez, Ramon C. Jr.",222,000020
JEFFERSON,Jefferson Township,State House,47,Democratic,"Hanson, Bruce",176,000030
JEFFERSON,Jefferson Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",257,000030
JEFFERSON,Kaw Township,State House,47,Democratic,"Hanson, Bruce",233,000040
JEFFERSON,Kaw Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",421,000040
JEFFERSON,Kentucky Township,State House,47,Democratic,"Hanson, Bruce",149,000050
JEFFERSON,Kentucky Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",547,000050
JEFFERSON,Norton Township,State House,47,Democratic,"Hanson, Bruce",141,000060
JEFFERSON,Norton Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",205,000060
JEFFERSON,Oskaloosa Township,State House,47,Democratic,"Hanson, Bruce",349,000070
JEFFERSON,Oskaloosa Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",539,000070
JEFFERSON,Ozawkie Township,State House,47,Democratic,"Hanson, Bruce",274,000080
JEFFERSON,Ozawkie Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",410,000080
JEFFERSON,Rock Creek Township,State House,47,Democratic,"Hanson, Bruce",484,000090
JEFFERSON,Rock Creek Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",648,000090
JEFFERSON,Rural Township,State House,47,Democratic,"Hanson, Bruce",126,000100
JEFFERSON,Rural Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",217,000100
JEFFERSON,Sarcoxie Township,State House,47,Democratic,"Hanson, Bruce",282,000110
JEFFERSON,Sarcoxie Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",232,000110
JEFFERSON,Union Township,State House,47,Democratic,"Hanson, Bruce",277,000120
JEFFERSON,Union Township,State House,47,Republican,"Gonzalez, Ramon C. Jr.",397,000120
JEFFERSON,West Fairview,State House,47,Democratic,"Hanson, Bruce",120,000130
JEFFERSON,West Fairview,State House,47,Republican,"Gonzalez, Ramon C. Jr.",221,000130
JEFFERSON,Delaware Township,State Senate,2,Democratic,"Francisco, Marci",232,000010
JEFFERSON,Delaware Township,State Senate,2,Republican,"Ellis, Ronald B.",565,000010
JEFFERSON,East Fairview,State Senate,2,Democratic,"Francisco, Marci",136,000020
JEFFERSON,East Fairview,State Senate,2,Republican,"Ellis, Ronald B.",244,000020
JEFFERSON,Jefferson Township,State Senate,2,Democratic,"Francisco, Marci",123,000030
JEFFERSON,Jefferson Township,State Senate,2,Republican,"Ellis, Ronald B.",316,000030
JEFFERSON,Kaw Township,State Senate,19,Democratic,"Hensley, Anthony",312,000040
JEFFERSON,Kaw Township,State Senate,19,Republican,"Moore, Casey W.",350,000040
JEFFERSON,Kentucky Township,State Senate,2,Democratic,"Francisco, Marci",235,000050
JEFFERSON,Kentucky Township,State Senate,2,Republican,"Ellis, Ronald B.",448,000050
JEFFERSON,Norton Township,State Senate,2,Democratic,"Francisco, Marci",90,000060
JEFFERSON,Norton Township,State Senate,2,Republican,"Ellis, Ronald B.",263,000060
JEFFERSON,Oskaloosa Township,State Senate,2,Democratic,"Francisco, Marci",205,000070
JEFFERSON,Oskaloosa Township,State Senate,2,Republican,"Ellis, Ronald B.",688,000070
JEFFERSON,Ozawkie Township,State Senate,2,Democratic,"Francisco, Marci",195,000080
JEFFERSON,Ozawkie Township,State Senate,2,Republican,"Ellis, Ronald B.",495,000080
JEFFERSON,Rock Creek Township,State Senate,2,Democratic,"Francisco, Marci",299,000090
JEFFERSON,Rock Creek Township,State Senate,2,Republican,"Ellis, Ronald B.",847,000090
