county,precinct,office,district,party,candidate,votes,vtd
MCPHERSON,Battle Hill Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",18,000010
MCPHERSON,Battle Hill Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",36,000010
MCPHERSON,Bonaville Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",1,000020
MCPHERSON,Bonaville Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",33,000020
MCPHERSON,Canton Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",79,000030
MCPHERSON,Canton Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",281,000030
MCPHERSON,Castle Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",34,000040
MCPHERSON,Castle Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",47,000040
MCPHERSON,Delmore Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",13,000050
MCPHERSON,Delmore Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",65,000050
MCPHERSON,Empire Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",107,000060
MCPHERSON,Empire Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",391,000060
MCPHERSON,Groveland Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",10,000070
MCPHERSON,Groveland Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",77,000070
MCPHERSON,Gypsum Creek Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",18,000080
MCPHERSON,Gypsum Creek Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",58,000080
MCPHERSON,Harper Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",15,000090
MCPHERSON,Harper Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",63,000090
MCPHERSON,Hayes Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",34,000100
MCPHERSON,Hayes Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",78,000100
MCPHERSON,Jackson Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",25,000110
MCPHERSON,Jackson Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",76,000110
MCPHERSON,King City Township,Kansas House of Representatives,73,Democratic,"Lawson, Pamela J.",57,000120
MCPHERSON,King City Township,Kansas House of Representatives,73,Republican,"Shultz, Clark",174,000120
