county,precinct,office,district,party,candidate,votes,vtd
CLARK,Appleton Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",63,000010
CLARK,Appleton Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",318,000010
CLARK,Center 1,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",60,000020
CLARK,Center 1,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",196,000020
CLARK,Center 2,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",27,000030
CLARK,Center 2,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",151,000030
CLARK,Englewood Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",14,000040
CLARK,Englewood Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",51,000040
CLARK,Lexington Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",8,000050
CLARK,Lexington Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",22,000050
CLARK,Liberty Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",3,000060
CLARK,Liberty Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",25,000060
CLARK,Sitka Township,Kansas House of Representatives,115,Democratic,"Gilbert, Marjorie ""Mo""",7,000070
CLARK,Sitka Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald",31,000070
CLARK,Appleton Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",45,000010
CLARK,Appleton Township,Kansas Senate,38,Republican,"Love, Garrett",352,000010
CLARK,Center 1,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",56,000020
CLARK,Center 1,Kansas Senate,38,Republican,"Love, Garrett",213,000020
CLARK,Center 2,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",29,000030
CLARK,Center 2,Kansas Senate,38,Republican,"Love, Garrett",154,000030
CLARK,Englewood Township,Kansas Senate,38,Democratic,"Dunlap, Johnny  II",21,000040
