county,precinct,office,district,party,candidate,vote
Sumner,AVON,Attorney General,,D,A.J. Kotich,23
Sumner,BELLE PLAINE TWP   H79,Attorney General,,D,A.J. Kotich,255
Sumner,BELLE PLAINE TWP   H82,Attorney General,,D,A.J. Kotich,2
Sumner,BLUFF,Attorney General,,D,A.J. Kotich,1
Sumner,CALDWELL TWP,Attorney General,,D,A.J. Kotich,9
Sumner,CHIKASKIA,Attorney General,,D,A.J. Kotich,1
Sumner,CONWAY,Attorney General,,D,A.J. Kotich,66
Sumner,CREEK,Attorney General,,D,A.J. Kotich,6
Sumner,DIXON,Attorney General,,D,A.J. Kotich,34
Sumner,DOWNS,Attorney General,,D,A.J. Kotich,9
Sumner,EDEN,Attorney General,,D,A.J. Kotich,23
Sumner,FALLS,Attorney General,,D,A.J. Kotich,8
Sumner,GORE   H79,Attorney General,,D,A.J. Kotich,53
Sumner,GORE   H82,Attorney General,,D,A.J. Kotich,20
Sumner,GREENE,Attorney General,,D,A.J. Kotich,1
Sumner,GUELPH,Attorney General,,D,A.J. Kotich,7
Sumner,HARMON,Attorney General,,D,A.J. Kotich,15
Sumner,ILLINOIS,Attorney General,,D,A.J. Kotich,9
Sumner,JACKSON,Attorney General,,D,A.J. Kotich,7
Sumner,LONDON,Attorney General,,D,A.J. Kotich,47
Sumner,MORRIS,Attorney General,,D,A.J. Kotich,0
Sumner,OSBORNE,Attorney General,,D,A.J. Kotich,20
Sumner,OXFORD TWP,Attorney General,,D,A.J. Kotich,101
Sumner,PALESTINE,Attorney General,,D,A.J. Kotich,22
Sumner,RYAN,Attorney General,,D,A.J. Kotich,16
Sumner,SEVENTY-SIX,Attorney General,,D,A.J. Kotich,12
Sumner,SOUTH HAVEN TWP,Attorney General,,D,A.J. Kotich,38
Sumner,SPRINGDALE,Attorney General,,D,A.J. Kotich,46
Sumner,Sumner,Attorney General,,D,A.J. Kotich,12
Sumner,VALVERDE,Attorney General,,D,A.J. Kotich,7
Sumner,WALTON,Attorney General,,D,A.J. Kotich,30
Sumner,WELLINGTON TWP    H80,Attorney General,,D,A.J. Kotich,8
Sumner,WELLINGTON TWP    H116,Attorney General,,D,A.J. Kotich,13
Sumner,AVON,Attorney General,,R,Derek Schmidt,95
Sumner,BELLE PLAINE TWP   H79,Attorney General,,R,Derek Schmidt,675
Sumner,BELLE PLAINE TWP   H82,Attorney General,,R,Derek Schmidt,3
Sumner,BLUFF,Attorney General,,R,Derek Schmidt,19
Sumner,CALDWELL TWP,Attorney General,,R,Derek Schmidt,42
Sumner,CHIKASKIA,Attorney General,,R,Derek Schmidt,23
Sumner,CONWAY,Attorney General,,R,Derek Schmidt,286
Sumner,CREEK,Attorney General,,R,Derek Schmidt,55
Sumner,DIXON,Attorney General,,R,Derek Schmidt,168
Sumner,DOWNS,Attorney General,,R,Derek Schmidt,41
Sumner,EDEN,Attorney General,,R,Derek Schmidt,101
Sumner,FALLS,Attorney General,,R,Derek Schmidt,38
Sumner,GORE   H79,Attorney General,,R,Derek Schmidt,209
Sumner,GORE   H82,Attorney General,,R,Derek Schmidt,59
Sumner,GREENE,Attorney General,,R,Derek Schmidt,26
Sumner,GUELPH,Attorney General,,R,Derek Schmidt,47
Sumner,HARMON,Attorney General,,R,Derek Schmidt,87
Sumner,ILLINOIS,Attorney General,,R,Derek Schmidt,64
Sumner,JACKSON,Attorney General,,R,Derek Schmidt,51
Sumner,LONDON,Attorney General,,R,Derek Schmidt,200
Sumner,MORRIS,Attorney General,,R,Derek Schmidt,8
Sumner,OSBORNE,Attorney General,,R,Derek Schmidt,67
Sumner,OXFORD TWP,Attorney General,,R,Derek Schmidt,350
Sumner,PALESTINE,Attorney General,,R,Derek Schmidt,62
Sumner,RYAN,Attorney General,,R,Derek Schmidt,40
Sumner,SEVENTY-SIX,Attorney General,,R,Derek Schmidt,82
Sumner,SOUTH HAVEN TWP,Attorney General,,R,Derek Schmidt,150
Sumner,SPRINGDALE,Attorney General,,R,Derek Schmidt,155
Sumner,Sumner,Attorney General,,R,Derek Schmidt,36
Sumner,VALVERDE,Attorney General,,R,Derek Schmidt,48
Sumner,WALTON,Attorney General,,R,Derek Schmidt,86
Sumner,WELLINGTON TWP    H80,Attorney General,,R,Derek Schmidt,41
Sumner,WELLINGTON TWP    H116,Attorney General,,R,Derek Schmidt,67
Sumner,AVON,Insurance Commissioner,,D,Dennis Anderson,32
Sumner,BELLE PLAINE TWP   H79,Insurance Commissioner,,D,Dennis Anderson,299
Sumner,BELLE PLAINE TWP   H82,Insurance Commissioner,,D,Dennis Anderson,2
Sumner,BLUFF,Insurance Commissioner,,D,Dennis Anderson,9
Sumner,CALDWELL TWP,Insurance Commissioner,,D,Dennis Anderson,16
Sumner,CHIKASKIA,Insurance Commissioner,,D,Dennis Anderson,2
Sumner,CONWAY,Insurance Commissioner,,D,Dennis Anderson,92
Sumner,CREEK,Insurance Commissioner,,D,Dennis Anderson,9
Sumner,DIXON,Insurance Commissioner,,D,Dennis Anderson,46
Sumner,DOWNS,Insurance Commissioner,,D,Dennis Anderson,13
Sumner,EDEN,Insurance Commissioner,,D,Dennis Anderson,26
Sumner,FALLS,Insurance Commissioner,,D,Dennis Anderson,13
Sumner,GORE   H79,Insurance Commissioner,,D,Dennis Anderson,64
Sumner,GORE   H82,Insurance Commissioner,,D,Dennis Anderson,24
Sumner,GREENE,Insurance Commissioner,,D,Dennis Anderson,5
Sumner,GUELPH,Insurance Commissioner,,D,Dennis Anderson,11
Sumner,HARMON,Insurance Commissioner,,D,Dennis Anderson,22
Sumner,ILLINOIS,Insurance Commissioner,,D,Dennis Anderson,11
Sumner,JACKSON,Insurance Commissioner,,D,Dennis Anderson,16
Sumner,LONDON,Insurance Commissioner,,D,Dennis Anderson,65
Sumner,MORRIS,Insurance Commissioner,,D,Dennis Anderson,0
Sumner,OSBORNE,Insurance Commissioner,,D,Dennis Anderson,23
Sumner,OXFORD TWP,Insurance Commissioner,,D,Dennis Anderson,130
Sumner,PALESTINE,Insurance Commissioner,,D,Dennis Anderson,31
Sumner,RYAN,Insurance Commissioner,,D,Dennis Anderson,16
