county,precinct,office,district,party,candidate,vote
Kingman,Allen Township,U.S. Senate,,D,Pat Roberts,30
Kingman,Belmont Township,U.S. Senate,,D,Pat Roberts,15
Kingman,Bennett Township,U.S. Senate,,D,Pat Roberts,126
Kingman,Canton Township,U.S. Senate,,D,Pat Roberts,31
Kingman,Chikaskia Township,U.S. Senate,,D,Pat Roberts,24
Kingman,Dale Township,U.S. Senate,,D,Pat Roberts,40
Kingman,Dresden Township,U.S. Senate,,D,Pat Roberts,93
Kingman,Eagle Township,U.S. Senate,,D,Pat Roberts,35
Kingman,Eureka Township,U.S. Senate,,D,Pat Roberts,33
Kingman,Evan Township,U.S. Senate,,D,Pat Roberts,161
Kingman,Galesburg Township,U.S. Senate,,D,Pat Roberts,67
Kingman,Hoosier Township,U.S. Senate,,D,Pat Roberts,42
Kingman,Kingman Township,U.S. Senate,,D,Pat Roberts,42
Kingman,Liberty Township,U.S. Senate,,D,Pat Roberts,33
Kingman,Ninnescah Township,U.S. Senate,,D,Pat Roberts,100
Kingman,Peters Township,U.S. Senate,,D,Pat Roberts,32
Kingman,Richland Township,U.S. Senate,,D,Pat Roberts,22
Kingman,Rochester Township,U.S. Senate,,D,Pat Roberts,47
Kingman,Rural Township,U.S. Senate,,D,Pat Roberts,66
Kingman,Union Township,U.S. Senate,,D,Pat Roberts,27
Kingman,Valley Township,U.S. Senate,,D,Pat Roberts,27
Kingman,Vinita Township,U.S. Senate,,D,Pat Roberts,70
Kingman,White Township,U.S. Senate,,D,Pat Roberts,96
Kingman,Kingman Ward 1,U.S. Senate,,D,Pat Roberts,159
Kingman,Kingman Ward 2,U.S. Senate,,D,Pat Roberts,229
Kingman,Kingman Ward 3,U.S. Senate,,D,Pat Roberts,80
Kingman,Kingman Ward 4,U.S. Senate,,D,Pat Roberts,114
Kingman,Prov,U.S. Senate,,D,Pat Roberts,17
Kingman,Allen Township,U.S. Senate,,I,Greg Orman,8
Kingman,Belmont Township,U.S. Senate,,I,Greg Orman,8
Kingman,Bennett Township,U.S. Senate,,I,Greg Orman,61
Kingman,Canton Township,U.S. Senate,,I,Greg Orman,6
Kingman,Chikaskia Township,U.S. Senate,,I,Greg Orman,17
Kingman,Dale Township,U.S. Senate,,I,Greg Orman,24
Kingman,Dresden Township,U.S. Senate,,I,Greg Orman,44
Kingman,Eagle Township,U.S. Senate,,I,Greg Orman,14
Kingman,Eureka Township,U.S. Senate,,I,Greg Orman,11
Kingman,Evan Township,U.S. Senate,,I,Greg Orman,40
Kingman,Galesburg Township,U.S. Senate,,I,Greg Orman,24
Kingman,Hoosier Township,U.S. Senate,,I,Greg Orman,12
Kingman,Kingman Township,U.S. Senate,,I,Greg Orman,10
Kingman,Liberty Township,U.S. Senate,,I,Greg Orman,19
Kingman,Ninnescah Township,U.S. Senate,,I,Greg Orman,22
Kingman,Peters Township,U.S. Senate,,I,Greg Orman,11
Kingman,Richland Township,U.S. Senate,,I,Greg Orman,9
Kingman,Rochester Township,U.S. Senate,,I,Greg Orman,21
Kingman,Rural Township,U.S. Senate,,I,Greg Orman,44
Kingman,Union Township,U.S. Senate,,I,Greg Orman,7
Kingman,Valley Township,U.S. Senate,,I,Greg Orman,14
Kingman,Vinita Township,U.S. Senate,,I,Greg Orman,35
Kingman,White Township,U.S. Senate,,I,Greg Orman,36
Kingman,Kingman Ward 1,U.S. Senate,,I,Greg Orman,92
Kingman,Kingman Ward 2,U.S. Senate,,I,Greg Orman,157
