county,precinct,office,district,party,candidate,total
Finney,0026 HOLCOMB,Congress 1,CD1,,write-ins,1
Finney,0027 FRIEND,Congress 1,CD1,,write-ins,2
Finney,1ST WARD,Governor,,R,Sam Brownback,50
Finney,2ND WARD,Governor,,R,Sam Brownback,97
Finney,3RD WARD,Governor,,R,Sam Brownback,181
Finney,4TH WARD,Governor,,R,Sam Brownback,163
Finney,5TH WARD,Governor,,R,Sam Brownback,133
Finney,6TH WARD,Governor,,R,Sam Brownback,123
Finney,7TH WARD,Governor,,R,Sam Brownback,105
Finney,8TH WARD,Governor,,R,Sam Brownback,156
Finney,9TH WARD,Governor,,R,Sam Brownback,89
Finney,10TH WARD,Governor,,R,Sam Brownback,123
Finney,11TH WARD,Governor,,R,Sam Brownback,236
Finney,12TH WARD,Governor,,R,Sam Brownback,285
Finney,13TH WARD,Governor,,R,Sam Brownback,238
Finney,14TH WARD,Governor,,R,Sam Brownback,174
Finney,15TH WARD,Governor,,R,Sam Brownback,256
Finney,16TH WARD,Governor,,R,Sam Brownback,262
Finney,0017 HUFFMAN,Governor,,R,Sam Brownback,107
Finney,0018 JENNIE BARKER,Governor,,R,Sam Brownback,226
Finney,0019 MACK,Governor,,R,Sam Brownback,60
Finney,0020 RIVERSIDE,Governor,,R,Sam Brownback,287
Finney,0021 KALVESTA,Governor,,R,Sam Brownback,40
Finney,0022 THEONI,Governor,,R,Sam Brownback,46
Finney,0023 PLYMELL,Governor,,R,Sam Brownback,102
Finney,0024 PIERCEVILLE,Governor,,R,Sam Brownback,92
Finney,0025 PL VALLEY,Governor,,R,Sam Brownback,56
Finney,0026 HOLCOMB,Governor,,R,Sam Brownback,422
Finney,0027 FRIEND,Governor,,R,Sam Brownback,35
Finney,1ST WARD,Governor,,D,Paul Davis,71
Finney,2ND WARD,Governor,,D,Paul Davis,107
Finney,3RD WARD,Governor,,D,Paul Davis,139
Finney,4TH WARD,Governor,,D,Paul Davis,83
Finney,5TH WARD,Governor,,D,Paul Davis,97
Finney,6TH WARD,Governor,,D,Paul Davis,90
Finney,7TH WARD,Governor,,D,Paul Davis,86
Finney,8TH WARD,Governor,,D,Paul Davis,132
Finney,9TH WARD,Governor,,D,Paul Davis,97
Finney,10TH WARD,Governor,,D,Paul Davis,99
Finney,11TH WARD,Governor,,D,Paul Davis,122
Finney,12TH WARD,Governor,,D,Paul Davis,151
Finney,13TH WARD,Governor,,D,Paul Davis,125
Finney,14TH WARD,Governor,,D,Paul Davis,140
Finney,15TH WARD,Governor,,D,Paul Davis,140
Finney,16TH WARD,Governor,,D,Paul Davis,181
Finney,0017 HUFFMAN,Governor,,D,Paul Davis,40
Finney,0018 JENNIE BARKER,Governor,,D,Paul Davis,108
Finney,0019 MACK,Governor,,D,Paul Davis,37
Finney,0020 RIVERSIDE,Governor,,D,Paul Davis,126
Finney,0021 KALVESTA,Governor,,D,Paul Davis,11
Finney,0022 THEONI,Governor,,D,Paul Davis,6
Finney,0023 PLYMELL,Governor,,D,Paul Davis,23
Finney,0024 PIERCEVILLE,Governor,,D,Paul Davis,33
Finney,0025 PL VALLEY,Governor,,D,Paul Davis,6
Finney,0026 HOLCOMB,Governor,,D,Paul Davis,150
Finney,0027 FRIEND,Governor,,L,Keen Umbehr,6
Finney,1ST WARD,Governor,,L,Keen Umbehr,11
Finney,2ND WARD,Governor,,L,Keen Umbehr,10
Finney,3RD WARD,Governor,,L,Keen Umbehr,11
Finney,4TH WARD,Governor,,L,Keen Umbehr,6
Finney,5TH WARD,Governor,,L,Keen Umbehr,11
Finney,6TH WARD,Governor,,L,Keen Umbehr,10
Finney,7TH WARD,Governor,,L,Keen Umbehr,7
Finney,8TH WARD,Governor,,L,Keen Umbehr,17
Finney,9TH WARD,Governor,,L,Keen Umbehr,18
Finney,10TH WARD,Governor,,L,Keen Umbehr,14
Finney,11TH WARD,Governor,,L,Keen Umbehr,9
Finney,12TH WARD,Governor,,L,Keen Umbehr,10
Finney,13TH WARD,Governor,,L,Keen Umbehr,7
Finney,14TH WARD,Governor,,L,Keen Umbehr,9
Finney,15TH WARD,Governor,,L,Keen Umbehr,11
Finney,16TH WARD,Governor,,L,Keen Umbehr,16
Finney,0017 HUFFMAN,Governor,,L,Keen Umbehr,6
Finney,0018 JENNIE BARKER,Governor,,L,Keen Umbehr,13
Finney,0019 MACK,Governor,,L,Keen Umbehr,7
Finney,0020 RIVERSIDE,Governor,,L,Keen Umbehr,8
Finney,0021 KALVESTA,Governor,,L,Keen Umbehr,1
Finney,0022 THEONI,Governor,,L,Keen Umbehr,1
Finney,0023 PLYMELL,Governor,,L,Keen Umbehr,4
Finney,0024 PIERCEVILLE,Governor,,L,Keen Umbehr,4
Finney,0025 PL VALLEY,Governor,,L,Keen Umbehr,0
Finney,0026 HOLCOMB,Governor,,L,Keen Umbehr,13
Finney,0027 FRIEND,Governor,,L,Keen Umbehr,4
Finney,1ST WARD,Governor,,,write-in,1
Finney,2ND WARD,Governor,,,write-in,1
Finney,3RD WARD,Governor,,,write-in,1
Finney,4TH WARD,Governor,,,write-in,0
Finney,5TH WARD,Governor,,,write-in,0
Finney,6TH WARD,Governor,,,write-in,0
Finney,7TH WARD,Governor,,,write-in,0
Finney,8TH WARD,Governor,,,write-in,0
Finney,9TH WARD,Governor,,,write-in,1
Finney,10TH WARD,Governor,,,write-in,0
Finney,11TH WARD,Governor,,,write-in,3
Finney,12TH WARD,Governor,,,write-in,0
Finney,13TH WARD,Governor,,,write-in,0
Finney,14TH WARD,Governor,,,write-in,1
Finney,15TH WARD,Governor,,,write-in,0
Finney,16TH WARD,Governor,,,write-in,1
Finney,0017 HUFFMAN,Governor,,,write-in,0
Finney,0018 JENNIE BARKER,Governor,,,write-in,0
Finney,0019 MACK,Governor,,,write-in,0
Finney,0020 RIVERSIDE,Governor,,,write-in,1
Finney,0021 KALVESTA,Governor,,,write-in,0
Finney,0022 THEONI,Governor,,,write-in,0
Finney,0023 PLYMELL,Governor,,,write-in,0
Finney,0024 PIERCEVILLE,Governor,,,write-in,1
Finney,0025 PL VALLEY,Governor,,,write-in,0
Finney,0026 HOLCOMB,Governor,,,write-in,0
Finney,0027 FRIEND,Governor,,,write-in,0
Finney,1ST WARD,Secretary,,R,Kris Kobach,57
Finney,2ND WARD,Secretary,,R,Kris Kobach,118
Finney,3RD WARD,Secretary,,R,Kris Kobach,211
Finney,4TH WARD,Secretary,,R,Kris Kobach,172
Finney,5TH WARD,Secretary,,R,Kris Kobach,157
Finney,6TH WARD,Secretary,,R,Kris Kobach,148
Finney,7TH WARD,Secretary,,R,Kris Kobach,124
Finney,8TH WARD,Secretary,,R,Kris Kobach,183
Finney,9TH WARD,Secretary,,R,Kris Kobach,122
Finney,10TH WARD,Secretary,,R,Kris Kobach,156
Finney,11TH WARD,Secretary,,R,Kris Kobach,262
Finney,12TH WARD,Secretary,,R,Kris Kobach,316
Finney,13TH WARD,Secretary,,R,Kris Kobach,273
Finney,14TH WARD,Secretary,,R,Kris Kobach,206
Finney,15TH WARD,Secretary,,R,Kris Kobach,295
Finney,16TH WARD,Secretary,,R,Kris Kobach,326
Finney,0017 HUFFMAN,Secretary,,R,Kris Kobach,106
Finney,0018 JENNIE BARKER,Secretary,,R,Kris Kobach,258
Finney,0019 MACK,Secretary,,R,Kris Kobach,72
Finney,0020 RIVERSIDE,Secretary,,R,Kris Kobach,323
Finney,0021 KALVESTA,Secretary,,R,Kris Kobach,44
Finney,0022 THEONI,Secretary,,R,Kris Kobach,49
Finney,0023 PLYMELL,Secretary,,R,Kris Kobach,107
Finney,0024 PIERCEVILLE,Secretary,,R,Kris Kobach,98
Finney,0025 PL VALLEY,Secretary,,R,Kris Kobach,57
Finney,0026 HOLCOMB,Secretary,,R,Kris Kobach,462
Finney,0027 FRIEND,Secretary,,R,Kris Kobach,38
Finney,1ST WARD,Secretary,,D,Jean Schodorf,76
Finney,2ND WARD,Secretary,,D,Jean Schodorf,95
Finney,3RD WARD,Secretary,,D,Jean Schodorf,120
Finney,4TH WARD,Secretary,,D,Jean Schodorf,77
Finney,5TH WARD,Secretary,,D,Jean Schodorf,80
Finney,6TH WARD,Secretary,,D,Jean Schodorf,79
Finney,7TH WARD,Secretary,,D,Jean Schodorf,72
Finney,8TH WARD,Secretary,,D,Jean Schodorf,114
Finney,9TH WARD,Secretary,,D,Jean Schodorf,82
Finney,10TH WARD,Secretary,,D,Jean Schodorf,78
Finney,11TH WARD,Secretary,,D,Jean Schodorf,103
Finney,12TH WARD,Secretary,,D,Jean Schodorf,127
Finney,13TH WARD,Secretary,,D,Jean Schodorf,96
Finney,14TH WARD,Secretary,,D,Jean Schodorf,114
Finney,15TH WARD,Secretary,,D,Jean Schodorf,106
Finney,16TH WARD,Secretary,,D,Jean Schodorf,126
Finney,0017 HUFFMAN,Secretary,,D,Jean Schodorf,47
Finney,0018 JENNIE BARKER,Secretary,,D,Jean Schodorf,88
Finney,0019 MACK,Secretary,,D,Jean Schodorf,31
Finney,0020 RIVERSIDE,Secretary,,D,Jean Schodorf,96
Finney,0021 KALVESTA,Secretary,,D,Jean Schodorf,7
Finney,0022 THEONI,Secretary,,D,Jean Schodorf,5
Finney,0023 PLYMELL,Secretary,,D,Jean Schodorf,22
Finney,0024 PIERCEVILLE,Secretary,,D,Jean Schodorf,31
Finney,0025 PL VALLEY,Secretary,,D,Jean Schodorf,4
Finney,0026 HOLCOMB,Secretary,,D,Jean Schodorf,115
Finney,0027 FRIEND,Secretary,,D,Jean Schodorf,7
Finney,1ST WARD,Secretary,,,write-in,0
Finney,2ND WARD,Secretary,,,write-in,4
Finney,3RD WARD,Secretary,,,write-in,0
Finney,4TH WARD,Secretary,,,write-in,0
Finney,5TH WARD,Secretary,,,write-in,2
Finney,6TH WARD,Secretary,,,write-in,0
Finney,7TH WARD,Secretary,,,write-in,0
Finney,8TH WARD,Secretary,,,write-in,1
Finney,9TH WARD,Secretary,,,write-in,0
Finney,10TH WARD,Secretary,,,write-in,0
Finney,11TH WARD,Secretary,,,write-in,1
Finney,12TH WARD,Secretary,,,write-in,0
Finney,13TH WARD,Secretary,,,write-in,0
Finney,14TH WARD,Secretary,,,write-in,0
Finney,15TH WARD,Secretary,,,write-in,0
Finney,16TH WARD,Secretary,,,write-in,0
Finney,0017 HUFFMAN,Secretary,,,write-in,0
Finney,0018 JENNIE BARKER,Secretary,,,write-in,2
Finney,0019 MACK,Secretary,,,write-in,1
Finney,0020 RIVERSIDE,Secretary,,,write-in,0
Finney,0021 KALVESTA,Secretary,,,write-in,0
Finney,0022 THEONI,Secretary,,,write-in,0
Finney,0023 PLYMELL,Secretary,,,write-in,0
Finney,0024 PIERCEVILLE,Secretary,,,write-in,0
Finney,0025 PL VALLEY,Secretary,,,write-in,0
Finney,0026 HOLCOMB,Secretary,,,write-in,0
Finney,0027 FRIEND,Secretary,,,write-in,0
Finney,1ST WARD,Attorney,,R,Derek Schmidt,66
Finney,2ND WARD,Attorney,,R,Derek Schmidt,136
Finney,3RD WARD,Attorney,,R,Derek Schmidt,234
Finney,4TH WARD,Attorney,,R,Derek Schmidt,197
Finney,5TH WARD,Attorney,,R,Derek Schmidt,173
Finney,6TH WARD,Attorney,,R,Derek Schmidt,157
Finney,7TH WARD,Attorney,,R,Derek Schmidt,135
Finney,8TH WARD,Attorney,,R,Derek Schmidt,192
Finney,9TH WARD,Attorney,,R,Derek Schmidt,128
Finney,10TH WARD,Attorney,,R,Derek Schmidt,168
Finney,11TH WARD,Attorney,,R,Derek Schmidt,269
Finney,12TH WARD,Attorney,,R,Derek Schmidt,362
Finney,13TH WARD,Attorney,,R,Derek Schmidt,295
Finney,14TH WARD,Attorney,,R,Derek Schmidt,221
Finney,15TH WARD,Attorney,,R,Derek Schmidt,313
Finney,16TH WARD,Attorney,,R,Derek Schmidt,346
Finney,0017 HUFFMAN,Attorney,,R,Derek Schmidt,125
Finney,0018 JENNIE BARKER,Attorney,,R,Derek Schmidt,276
Finney,0019 MACK,Attorney,,R,Derek Schmidt,77
Finney,0020 RIVERSIDE,Attorney,,R,Derek Schmidt,371
Finney,0021 KALVESTA,Attorney,,R,Derek Schmidt,44
Finney,0022 THEONI,Attorney,,R,Derek Schmidt,46
Finney,0023 PLYMELL,Attorney,,R,Derek Schmidt,115
Finney,0024 PIERCEVILLE,Attorney,,R,Derek Schmidt,102
Finney,0025 PL VALLEY,Attorney,,R,Derek Schmidt,57
Finney,0026 HOLCOMB,Attorney,,R,Derek Schmidt,489
Finney,0027 FRIEND,Attorney,,R,Derek Schmidt,41
Finney,1ST WARD,Attorney,,D,A J Kotich,63
Finney,2ND WARD,Attorney,,D,A J Kotich,79
Finney,3RD WARD,Attorney,,D,A J Kotich,94
Finney,4TH WARD,Attorney,,D,A J Kotich,52
Finney,5TH WARD,Attorney,,D,A J Kotich,58
Finney,6TH WARD,Attorney,,D,A J Kotich,62
Finney,7TH WARD,Attorney,,D,A J Kotich,58
Finney,8TH WARD,Attorney,,D,A J Kotich,102
Finney,9TH WARD,Attorney,,D,A J Kotich,67
Finney,10TH WARD,Attorney,,D,A J Kotich,64
Finney,11TH WARD,Attorney,,D,A J Kotich,92
Finney,12TH WARD,Attorney,,D,A J Kotich,81
Finney,13TH WARD,Attorney,,D,A J Kotich,65
Finney,14TH WARD,Attorney,,D,A J Kotich,94
Finney,15TH WARD,Attorney,,D,A J Kotich,80
Finney,16TH WARD,Attorney,,D,A J Kotich,99
Finney,0017 HUFFMAN,Attorney,,D,A J Kotich,27
Finney,0018 JENNIE BARKER,Attorney,,D,A J Kotich,69
Finney,0019 MACK,Attorney,,D,A J Kotich,27
Finney,0020 RIVERSIDE,Attorney,,D,A J Kotich,40
Finney,0021 KALVESTA,Attorney,,D,A J Kotich,5
Finney,0022 THEONI,Attorney,,D,A J Kotich,5
Finney,0023 PLYMELL,Attorney,,D,A J Kotich,13
Finney,0024 PIERCEVILLE,Attorney,,D,A J Kotich,24
Finney,0025 PL VALLEY,Attorney,,D,A J Kotich,4
Finney,0026 HOLCOMB,Attorney,,D,A J Kotich,78
Finney,0027 FRIEND,Attorney,,D,A J Kotich,3
Finney,1ST WARD,Attorney,,,write-ins,0
Finney,2ND WARD,Attorney,,,write-ins,1
Finney,3RD WARD,Attorney,,,write-ins,0
Finney,4TH WARD,Attorney,,,write-ins,0
Finney,5TH WARD,Attorney,,,write-ins,0
Finney,6TH WARD,Attorney,,,write-ins,1
Finney,7TH WARD,Attorney,,,write-ins,0
Finney,8TH WARD,Attorney,,,write-ins,0
Finney,9TH WARD,Attorney,,,write-ins,3
Finney,10TH WARD,Attorney,,,write-ins,0
Finney,11TH WARD,Attorney,,,write-ins,1
Finney,12TH WARD,Attorney,,,write-ins,0
Finney,13TH WARD,Attorney,,,write-ins,0
Finney,14TH WARD,Attorney,,,write-ins,0
Finney,15TH WARD,Attorney,,,write-ins,2
Finney,16TH WARD,Attorney,,,write-ins,1
Finney,0017 HUFFMAN,Attorney,,,write-ins,0
Finney,0018 JENNIE BARKER,Attorney,,,write-ins,1
Finney,0019 MACK,Attorney,,,write-ins,0
Finney,0020 RIVERSIDE,Attorney,,,write-ins,0
Finney,0021 KALVESTA,Attorney,,,write-ins,0
Finney,0022 THEONI,Attorney,,,write-ins,0
Finney,0023 PLYMELL,Attorney,,,write-ins,1
Finney,0024 PIERCEVILLE,Attorney,,,write-ins,0
Finney,0025 PL VALLEY,Attorney,,,write-ins,0
Finney,0026 HOLCOMB,Attorney,,,write-ins,0
Finney,0027 FRIEND,Attorney,,,write-ins,0
Finney,1ST WARD,Treasurer,,R,Ron Estes,60
Finney,2ND WARD,Treasurer,,R,Ron Estes,127
Finney,3RD WARD,Treasurer,,R,Ron Estes,232
Finney,4TH WARD,Treasurer,,R,Ron Estes,192
Finney,5TH WARD,Treasurer,,R,Ron Estes,178
Finney,6TH WARD,Treasurer,,R,Ron Estes,155
Finney,7TH WARD,Treasurer,,R,Ron Estes,130
Finney,8TH WARD,Treasurer,,R,Ron Estes,185
Finney,9TH WARD,Treasurer,,R,Ron Estes,136
Finney,10TH WARD,Treasurer,,R,Ron Estes,173
Finney,11TH WARD,Treasurer,,R,Ron Estes,277
Finney,12TH WARD,Treasurer,,R,Ron Estes,355
Finney,13TH WARD,Treasurer,,R,Ron Estes,295
Finney,14TH WARD,Treasurer,,R,Ron Estes,214
