county,precinct,office,district,party,candidate,votes
Ellis,Hays W1P1,Attorney General,,D,A J Kotich,27
Ellis,Hays W1P2,Attorney General,,D,A J Kotich,50
Ellis,Hays W2P1,Attorney General,,D,A J Kotich,101
Ellis,Hays W2P2,Attorney General,,D,A J Kotich,117
Ellis,Hays W2P5,Attorney General,,D,A J Kotich,55
Ellis,Hays W3P1,Attorney General,,D,A J Kotich,91
Ellis,Hays W3P4,Attorney General,,D,A J Kotich,191
Ellis,Hays W4P1,Attorney General,,D,A J Kotich,90
Ellis,Hays W4P2,Attorney General,,D,A J Kotich,114
Ellis,Hays W4P3,Attorney General,,D,A J Kotich,92
Ellis,Hays W4P4,Attorney General,,D,A J Kotich,169
Ellis,Hays W2P3,Attorney General,,D,A J Kotich,82
Ellis,Hays W2P4,Attorney General,,D,A J Kotich,93
Ellis,Hays W3P2,Attorney General,,D,A J Kotich,110
Ellis,Hays W3P3,Attorney General,,D,A J Kotich,106
Ellis,Hays W4P5,Attorney General,,D,A J Kotich,121
Ellis,Hays W1P1,Attorney General,,R,Derek Schmidt,40
Ellis,Hays W1P2,Attorney General,,R,Derek Schmidt,118
Ellis,Hays W2P1,Attorney General,,R,Derek Schmidt,230
Ellis,Hays W2P2,Attorney General,,R,Derek Schmidt,186
Ellis,Hays W2P5,Attorney General,,R,Derek Schmidt,131
Ellis,Hays W3P1,Attorney General,,R,Derek Schmidt,211
Ellis,Hays W3P4,Attorney General,,R,Derek Schmidt,766
Ellis,Hays W4P1,Attorney General,,R,Derek Schmidt,281
Ellis,Hays W4P2,Attorney General,,R,Derek Schmidt,302
Ellis,Hays W4P3,Attorney General,,R,Derek Schmidt,295
Ellis,Hays W4P4,Attorney General,,R,Derek Schmidt,539
Ellis,Hays W2P3,Attorney General,,R,Derek Schmidt,154
Ellis,Hays W2P4,Attorney General,,R,Derek Schmidt,171
Ellis,Hays W3P2,Attorney General,,R,Derek Schmidt,386
Ellis,Hays W3P3,Attorney General,,R,Derek Schmidt,462
Ellis,Hays W4P5,Attorney General,,R,Derek Schmidt,384
Ellis,Hays W2P1,Attorney General,,,writeins,1
Ellis,Hays W4P1,Attorney General,,,writeins,1
Ellis,Hays W4P2,Attorney General,,,writeins,1
Ellis,Hays W4P4,Attorney General,,,writeins,1
Ellis,Hays W3P2,Attorney General,,,writeins,1
Ellis,Hays W1P1,U.S. House,,D,James Sherow,38
Ellis,Hays W1P2,U.S. House,,D,James Sherow,65
Ellis,Hays W2P1,U.S. House,,D,James Sherow,135
Ellis,Hays W2P2,U.S. House,,D,James Sherow,153
Ellis,Hays W2P5,U.S. House,,D,James Sherow,80
Ellis,Hays W3P1,U.S. House,,D,James Sherow,121
Ellis,Hays W3P4,U.S. House,,D,James Sherow,334
Ellis,Hays W4P1,U.S. House,,D,James Sherow,143
Ellis,Hays W4P2,U.S. House,,D,James Sherow,160
Ellis,Hays W4P3,U.S. House,,D,James Sherow,143
Ellis,Hays W4P4,U.S. House,,D,James Sherow,278
Ellis,Hays W2P3,U.S. House,,D,James Sherow,100
Ellis,Hays W2P4,U.S. House,,D,James Sherow,115
Ellis,Hays W3P2,U.S. House,,D,James Sherow,171
Ellis,Hays W3P3,U.S. House,,D,James Sherow,210
Ellis,Hays W4P5,U.S. House,,D,James Sherow,181
Ellis,Hays W1P1,U.S. House,,R,Tim Huelskamp,32
Ellis,Hays W1P2,U.S. House,,R,Tim Huelskamp,105
Ellis,Hays W2P1,U.S. House,,R,Tim Huelskamp,208
Ellis,Hays W2P2,U.S. House,,R,Tim Huelskamp,152
Ellis,Hays W2P5,U.S. House,,R,Tim Huelskamp,105
Ellis,Hays W3P1,U.S. House,,R,Tim Huelskamp,179
Ellis,Hays W3P4,U.S. House,,R,Tim Huelskamp,640
Ellis,Hays W4P1,U.S. House,,R,Tim Huelskamp,230
Ellis,Hays W4P2,U.S. House,,R,Tim Huelskamp,256
Ellis,Hays W4P3,U.S. House,,R,Tim Huelskamp,243
Ellis,Hays W4P4,U.S. House,,R,Tim Huelskamp,451
Ellis,Hays W2P3,U.S. House,,R,Tim Huelskamp,135
Ellis,Hays W2P4,U.S. House,,R,Tim Huelskamp,149
Ellis,Hays W3P2,U.S. House,,R,Tim Huelskamp,326
Ellis,Hays W3P3,U.S. House,,R,Tim Huelskamp,359
Ellis,Hays W4P5,U.S. House,,R,Tim Huelskamp,329
Ellis,Hays W2P1,U.S. House,,,writeins,1
Ellis,Hays W2P2,U.S. House,,,writeins,1
Ellis,Hays W3P1,U.S. House,,,writeins,1
Ellis,Hays W3P4,U.S. House,,,writeins,4
Ellis,Hays W4P3,U.S. House,,,writeins,1
Ellis,Hays W4P4,U.S. House,,,writeins,2
Ellis,Hays W2P4,U.S. House,,,writeins,1
Ellis,Hays W1P1,Governor,,L,Keen Umbehr,5
Ellis,Hays W1P2,Governor,,L,Keen Umbehr,16
Ellis,Hays W2P1,Governor,,L,Keen Umbehr,24
Ellis,Hays W2P2,Governor,,L,Keen Umbehr,11
Ellis,Hays W2P5,Governor,,L,Keen Umbehr,11
Ellis,Hays W3P1,Governor,,L,Keen Umbehr,10
Ellis,Hays W3P4,Governor,,L,Keen Umbehr,18
Ellis,Hays W4P1,Governor,,L,Keen Umbehr,22
Ellis,Hays W4P2,Governor,,L,Keen Umbehr,19
Ellis,Hays W4P3,Governor,,L,Keen Umbehr,16
Ellis,Hays W4P4,Governor,,L,Keen Umbehr,27
Ellis,Hays W2P3,Governor,,L,Keen Umbehr,9
Ellis,Hays W2P4,Governor,,L,Keen Umbehr,12
Ellis,Hays W3P2,Governor,,L,Keen Umbehr,23
Ellis,Hays W3P3,Governor,,L,Keen Umbehr,6
Ellis,Hays W4P5,Governor,,L,Keen Umbehr,12
Ellis,Hays W1P1,Governor,,D,Paul Davis,42
Ellis,Hays W1P2,Governor,,D,Paul Davis,78
Ellis,Hays W2P1,Governor,,D,Paul Davis,154
Ellis,Hays W2P2,Governor,,D,Paul Davis,169
Ellis,Hays W2P5,Governor,,D,Paul Davis,87
Ellis,Hays W3P1,Governor,,D,Paul Davis,146
Ellis,Hays W3P4,Governor,,D,Paul Davis,410
Ellis,Hays W4P1,Governor,,D,Paul Davis,165
Ellis,Hays W4P2,Governor,,D,Paul Davis,197
Ellis,Hays W4P3,Governor,,D,Paul Davis,180
Ellis,Hays W4P4,Governor,,D,Paul Davis,336
Ellis,Hays W2P3,Governor,,D,Paul Davis,119
Ellis,Hays W2P4,Governor,,D,Paul Davis,136
Ellis,Hays W3P2,Governor,,D,Paul Davis,213
Ellis,Hays W3P3,Governor,,D,Paul Davis,276
Ellis,Hays W4P5,Governor,,D,Paul Davis,254
Ellis,Hays W1P1,Governor,,R,Sam Brownback,23
Ellis,Hays W1P2,Governor,,R,Sam Brownback,81
Ellis,Hays W2P1,Governor,,R,Sam Brownback,162
Ellis,Hays W2P2,Governor,,R,Sam Brownback,127
Ellis,Hays W2P5,Governor,,R,Sam Brownback,89
Ellis,Hays W3P1,Governor,,R,Sam Brownback,149
Ellis,Hays W3P4,Governor,,R,Sam Brownback,558
Ellis,Hays W4P1,Governor,,R,Sam Brownback,190
Ellis,Hays W4P2,Governor,,R,Sam Brownback,210
Ellis,Hays W4P3,Governor,,R,Sam Brownback,198
Ellis,Hays W4P4,Governor,,R,Sam Brownback,373
Ellis,Hays W2P3,Governor,,R,Sam Brownback,111
Ellis,Hays W2P4,Governor,,R,Sam Brownback,116
Ellis,Hays W3P2,Governor,,R,Sam Brownback,260
Ellis,Hays W3P3,Governor,,R,Sam Brownback,297
Ellis,Hays W4P5,Governor,,R,Sam Brownback,261
