county,precinct,office,district,party,candidate,vote
Lincoln,Battle Creek Township,U.S. Senate,,R,Pat Roberts,13
Lincoln,Beaver Township,U.S. Senate,,R,Pat Roberts,18
Lincoln,Cedron Township,U.S. Senate,,R,Pat Roberts,14
Lincoln,Colorado Township,U.S. Senate,,R,Pat Roberts,65
Lincoln,Elkhorn Township,U.S. Senate,,R,Pat Roberts,50
Lincoln,Franklin Township,U.S. Senate,,R,Pat Roberts,32
Lincoln,Golden Belt Township,U.S. Senate,,R,Pat Roberts,15
Lincoln,Grant Township,U.S. Senate,,R,Pat Roberts,24
Lincoln,Hanover Township,U.S. Senate,,R,Pat Roberts,13
Lincoln,Highland Township,U.S. Senate,,R,Pat Roberts,22
Lincoln,Indiana Township,U.S. Senate,,R,Pat Roberts,24
Lincoln,Lincoln Precinct 1,U.S. Senate,,R,Pat Roberts,122
Lincoln,Lincoln Precinct 2,U.S. Senate,,R,Pat Roberts,144
Lincoln,Logan Township,U.S. Senate,,R,Pat Roberts,25
Lincoln,Madison Township,U.S. Senate,,R,Pat Roberts,25
Lincoln,Marion Township,U.S. Senate,,R,Pat Roberts,8
Lincoln,Orange Township,U.S. Senate,,R,Pat Roberts,19
Lincoln,Pleasant Township,U.S. Senate,,R,Pat Roberts,100
Lincoln,Salt Creek Township,U.S. Senate,,R,Pat Roberts,18
Lincoln,Scott Township,U.S. Senate,,R,Pat Roberts,30
Lincoln,Valley Township,U.S. Senate,,R,Pat Roberts,14
Lincoln,Vesper Township,U.S. Senate,,R,Pat Roberts,30
Lincoln,Battle Creek Township,U.S. Senate,,I,Greg Orman,4
Lincoln,Beaver Township,U.S. Senate,,I,Greg Orman,6
Lincoln,Cedron Township,U.S. Senate,,I,Greg Orman,0
Lincoln,Colorado Township,U.S. Senate,,I,Greg Orman,17
Lincoln,Elkhorn Township,U.S. Senate,,I,Greg Orman,10
Lincoln,Franklin Township,U.S. Senate,,I,Greg Orman,12
Lincoln,Golden Belt Township,U.S. Senate,,I,Greg Orman,11
Lincoln,Grant Township,U.S. Senate,,I,Greg Orman,7
Lincoln,Hanover Township,U.S. Senate,,I,Greg Orman,4
Lincoln,Highland Township,U.S. Senate,,I,Greg Orman,9
Lincoln,Indiana Township,U.S. Senate,,I,Greg Orman,5
Lincoln,Lincoln Precinct 1,U.S. Senate,,I,Greg Orman,61
Lincoln,Lincoln Precinct 2,U.S. Senate,,I,Greg Orman,63
Lincoln,Logan Township,U.S. Senate,,I,Greg Orman,4
Lincoln,Madison Township,U.S. Senate,,I,Greg Orman,8
Lincoln,Marion Township,U.S. Senate,,I,Greg Orman,2
Lincoln,Orange Township,U.S. Senate,,I,Greg Orman,4
Lincoln,Pleasant Township,U.S. Senate,,I,Greg Orman,42
Lincoln,Salt Creek Township,U.S. Senate,,I,Greg Orman,7
Lincoln,Scott Township,U.S. Senate,,I,Greg Orman,11
Lincoln,Valley Township,U.S. Senate,,I,Greg Orman,3
Lincoln,Vesper Township,U.S. Senate,,I,Greg Orman,9
Lincoln,Battle Creek Township,U.S. Senate,,L,Randall Batson,1
Lincoln,Beaver Township,U.S. Senate,,L,Randall Batson,0
Lincoln,Cedron Township,U.S. Senate,,L,Randall Batson,0
Lincoln,Colorado Township,U.S. Senate,,L,Randall Batson,3
Lincoln,Elkhorn Township Part A,U.S. Senate,,L,Randall Batson,0
Lincoln,Franklin Township,U.S. Senate,,L,Randall Batson,3
Lincoln,Golden Belt Township,U.S. Senate,,L,Randall Batson,1
Lincoln,Grant Township,U.S. Senate,,L,Randall Batson,1
Lincoln,Hanover Township,U.S. Senate,,L,Randall Batson,1
Lincoln,Highland Township,U.S. Senate,,L,Randall Batson,1
Lincoln,Indiana Township,U.S. Senate,,L,Randall Batson,0
Lincoln,Lincoln Precinct 1,U.S. Senate,,L,Randall Batson,10
Lincoln,Lincoln Precinct 2,U.S. Senate,,L,Randall Batson,13
Lincoln,Logan Township,U.S. Senate,,L,Randall Batson,1
Lincoln,Madison Township,U.S. Senate,,L,Randall Batson,3
Lincoln,Marion Township,U.S. Senate,,L,Randall Batson,0
Lincoln,Orange Township,U.S. Senate,,L,Randall Batson,4
Lincoln,Pleasant Township,U.S. Senate,,L,Randall Batson,5
Lincoln,Salt Creek Township,U.S. Senate,,L,Randall Batson,2
Lincoln,Scott Township,U.S. Senate,,L,Randall Batson,2
Lincoln,Valley Township,U.S. Senate,,L,Randall Batson,0
Lincoln,Vesper Township,U.S. Senate,,L,Randall Batson,1
Lincoln,Battle Creek Township,U.S. House 1,1,R,Tim Huelskamp,13
Lincoln,Beaver Township,U.S. House 1,1,R,Tim Huelskamp,18
Lincoln,Cedron Township,U.S. House 1,1,R,Tim Huelskamp,11
Lincoln,Colorado Township,U.S. House 1,1,R,Tim Huelskamp,70
Lincoln,Elkhorn Township,U.S. House 1,1,R,Tim Huelskamp,50
Lincoln,Franklin Township,U.S. House 1,1,R,Tim Huelskamp,34
Lincoln,Golden Belt Township,U.S. House 1,1,R,Tim Huelskamp,15
Lincoln,Grant Township,U.S. House 1,1,R,Tim Huelskamp,28
Lincoln,Hanover Township,U.S. House 1,1,R,Tim Huelskamp,14
Lincoln,Highland Township,U.S. House 1,1,R,Tim Huelskamp,23
Lincoln,Indiana Township,U.S. House 1,1,R,Tim Huelskamp,24
Lincoln,Lincoln Precinct 1,U.S. House 1,1,R,Tim Huelskamp,125
Lincoln,Lincoln Precinct 2,U.S. House 1,1,R,Tim Huelskamp,149
Lincoln,Logan Township,U.S. House 1,1,R,Tim Huelskamp,26
Lincoln,Madison Township,U.S. House 1,1,R,Tim Huelskamp,26
Lincoln,Marion Township,U.S. House 1,1,R,Tim Huelskamp,9
Lincoln,Orange Township,U.S. House 1,1,R,Tim Huelskamp,22
Lincoln,Pleasant Township,U.S. House 1,1,R,Tim Huelskamp,111
Lincoln,Salt Creek Township,U.S. House 1,1,R,Tim Huelskamp,17
Lincoln,Scott Township,U.S. House 1,1,R,Tim Huelskamp,35
Lincoln,Valley Township,U.S. House 1,1,R,Tim Huelskamp,11
Lincoln,Vesper Township,U.S. House 1,1,R,Tim Huelskamp,33
Lincoln,Battle Creek Township,U.S. House 1,1,D,James Sherow,3
Lincoln,Beaver Township,U.S. House 1,1,D,James Sherow,6
Lincoln,Cedron Township,U.S. House 1,1,D,James Sherow,3
Lincoln,Colorado Township,U.S. House 1,1,D,James Sherow,14
Lincoln,Elkhorn Township Part A,U.S. House 1,1,D,James Sherow,8
Lincoln,Franklin Township,U.S. House 1,1,D,James Sherow,12
Lincoln,Golden Belt Township,U.S. House 1,1,D,James Sherow,11
Lincoln,Grant Township,U.S. House 1,1,D,James Sherow,4
Lincoln,Hanover Township,U.S. House 1,1,D,James Sherow,4
Lincoln,Highland Township,U.S. House 1,1,D,James Sherow,9
Lincoln,Indiana Township,U.S. House 1,1,D,James Sherow,6
Lincoln,Lincoln Precinct 1,U.S. House 1,1,D,James Sherow,64
Lincoln,Lincoln Precinct 2,U.S. House 1,1,D,James Sherow,67
Lincoln,Logan Township,U.S. House 1,1,D,James Sherow,4
Lincoln,Madison Township,U.S. House 1,1,D,James Sherow,13
Lincoln,Marion Township,U.S. House 1,1,D,James Sherow,1
Lincoln,Orange Township,U.S. House 1,1,D,James Sherow,4
Lincoln,Pleasant Township,U.S. House 1,1,D,James Sherow,35
Lincoln,Salt Creek Township,U.S. House 1,1,D,James Sherow,9
Lincoln,Scott Township,U.S. House 1,1,D,James Sherow,9
Lincoln,Valley Township,U.S. House 1,1,D,James Sherow,6
Lincoln,Vesper Township,U.S. House 1,1,D,James Sherow,8
Lincoln,Battle Creek Township,Governor,,R,Sam Brownback,11
Lincoln,Beaver Township,Governor,,R,Sam Brownback,13
Lincoln,Cedron Township,Governor,,R,Sam Brownback,9
Lincoln,Colorado Township,Governor,,R,Sam Brownback,63
Lincoln,Elkhorn Township Part A,Governor,,R,Sam Brownback,46
Lincoln,Franklin Township,Governor,,R,Sam Brownback,32
Lincoln,Golden Belt Township,Governor,,R,Sam Brownback,15
Lincoln,Grant Township,Governor,,R,Sam Brownback,22
Lincoln,Hanover Township,Governor,,R,Sam Brownback,14
Lincoln,Highland Township,Governor,,R,Sam Brownback,19
Lincoln,Indiana Township,Governor,,R,Sam Brownback,21
Lincoln,Lincoln Precinct 1,Governor,,R,Sam Brownback,102
Lincoln,Lincoln Precinct 2,Governor,,R,Sam Brownback,123
Lincoln,Logan Township,Governor,,R,Sam Brownback,25
Lincoln,Madison Township,Governor,,R,Sam Brownback,24
Lincoln,Marion Township,Governor,,R,Sam Brownback,9
Lincoln,Orange Township,Governor,,R,Sam Brownback,20
Lincoln,Pleasant Township,Governor,,R,Sam Brownback,94
Lincoln,Salt Creek Township,Governor,,R,Sam Brownback,12
Lincoln,Scott Township,Governor,,R,Sam Brownback,29
Lincoln,Valley Township,Governor,,R,Sam Brownback,9
Lincoln,Vesper Township,Governor,,R,Sam Brownback,25
Lincoln,Battle Creek Township,Governor,,D,Paul Davis,6
