Allen,0001 Carlyle,Voters,,,Ballots cast,132
Allen,0001 Carlyle,Voters,,,Registration,211
Allen,0002 Cottage Grove,Voters,,,Ballots cast,86
Allen,0002 Cottage Grove,Voters,,,Registration,144
Allen,0003 Deer Creek,Voters,,,Ballots cast,52
Allen,0003 Deer Creek,Voters,,,Registration,94
Allen,0004 E Elm twp-Laharpe,Voters,,,Ballots cast,230
Allen,0004 E Elm twp-Laharpe,Voters,,,Registration,442
Allen,0005 W Elm twp,Voters,,,Ballots cast,429
Allen,0005 W Elm twp,Voters,,,Registration,665
Allen,0006 N Elsmore twp,Voters,,,Ballots cast,65
Allen,0006 N Elsmore twp,Voters,,,Registration,133
Allen,0007 S Elsmore twp,Voters,,,Ballots cast,54
Allen,0007 S Elsmore twp,Voters,,,Registration,112
Allen,0008 Geneva,Voters,,,Ballots cast,56
Allen,0008 Geneva,Voters,,,Registration,101
Allen,0009 Humboldt twp,Voters,,,Ballots cast,112
Allen,0009 Humboldt twp,Voters,,,Registration,191
Allen,0010 N Iola twp,Voters,,,Ballots cast,108
Allen,0010 N Iola twp,Voters,,,Registration,168
Allen,0011 S Iola twp,Voters,,,Ballots cast,254
Allen,0011 S Iola twp,Voters,,,Registration,386
Allen,0012 Logan,Voters,,,Ballots cast,85
Allen,0012 Logan,Voters,,,Registration,142
Allen,0013 Marmaton,Voters,,,Ballots cast,265
Allen,0013 Marmaton,Voters,,,Registration,530
Allen,0014 Osage,Voters,,,Ballots cast,98
Allen,0014 Osage,Voters,,,Registration,199
Allen,0015 Salem,Voters,,,Ballots cast,106
Allen,0015 Salem,Voters,,,Registration,194
Allen,"0016 City of Humboldt, WD 1",Voters,,,Ballots cast,253
Allen,"0016 City of Humboldt, WD 1",Voters,,,Registration,614
Allen,0017 City of Humboldt- WD 2,Voters,,,Ballots cast,312
Allen,0017 City of Humboldt- WD 2,Voters,,,Registration,608
Allen,"0018 City of Iola, Wd 1",Voters,,,Ballots cast,406
Allen,"0018 City of Iola, Wd 1",Voters,,,Registration,749
Allen,"0019 City of Iola, Wd 2",Voters,,,Ballots cast,528
Allen,"0019 City of Iola, Wd 2",Voters,,,Registration,1120
Allen,"0020 City of Iola, Wd 3",Voters,,,Ballots cast,451
Allen,"0020 City of Iola, Wd 3",Voters,,,Registration,862
Allen,"0021 City of Iola, Wd 4",Voters,,,Ballots cast,455
Allen,"0021 City of Iola, Wd 4",Voters,,,Registration,838
