county,precinct,office,district,party,candidate,votes,vtd
MEADE,Cimarron Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",4,000010
MEADE,Cimarron Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",0,000010
MEADE,Cimarron Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",27,000010
MEADE,Crooked Creek Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",7,000020
MEADE,Crooked Creek Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",1,000020
MEADE,Crooked Creek Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",30,000020
MEADE,Fowler Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",58,000030
MEADE,Fowler Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",5,000030
MEADE,Fowler Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",166,000030
MEADE,Logan Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",12,000040
MEADE,Logan Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",3,000040
MEADE,Logan Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",41,000040
MEADE,Meade Center Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",197,000050
MEADE,Meade Center Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",31,000050
MEADE,Meade Center Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",501,000050
MEADE,Mertilla Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",6,000060
MEADE,Mertilla Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",1,000060
MEADE,Mertilla Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",33,000060
MEADE,Odee Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",1,000070
MEADE,Odee Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",1,000070
MEADE,Odee Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",14,000070
MEADE,Sand Creek Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",0,000080
MEADE,Sand Creek Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",0,000080
MEADE,Sand Creek Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",17,000080
MEADE,West Plains Township,Governor / Lt. Governor,,Democratic,"Davis, Paul",96,000090
MEADE,West Plains Township,Governor / Lt. Governor,,Libertarian,"Umbehr, Keen A.",13,000090
MEADE,West Plains Township,Governor / Lt. Governor,,Republican,"Brownback, Sam",165,000090
MEADE,Cimarron Township,Kansas House of Representatives,115,Democratic,"Low, Mark",5,000010
MEADE,Cimarron Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",25,000010
MEADE,Crooked Creek Township,Kansas House of Representatives,115,Democratic,"Low, Mark",10,000020
MEADE,Crooked Creek Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",26,000020
MEADE,Fowler Township,Kansas House of Representatives,115,Democratic,"Low, Mark",95,000030
MEADE,Fowler Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",134,000030
MEADE,Logan Township,Kansas House of Representatives,115,Democratic,"Low, Mark",11,000040
MEADE,Logan Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",44,000040
MEADE,Meade Center Township,Kansas House of Representatives,115,Democratic,"Low, Mark",220,000050
MEADE,Meade Center Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",508,000050
MEADE,Mertilla Township,Kansas House of Representatives,115,Democratic,"Low, Mark",9,000060
MEADE,Mertilla Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",30,000060
MEADE,Odee Township,Kansas House of Representatives,115,Democratic,"Low, Mark",1,000070
MEADE,Odee Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",15,000070
MEADE,Sand Creek Township,Kansas House of Representatives,115,Democratic,"Low, Mark",1,000080
MEADE,Sand Creek Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",16,000080
MEADE,West Plains Township,Kansas House of Representatives,115,Democratic,"Low, Mark",83,000090
MEADE,West Plains Township,Kansas House of Representatives,115,Republican,"Ryckman, Ronald W Sr.",187,000090
MEADE,Cimarron Township,United States House of Representatives,1,Democratic,"Sherow, James E.",4,000010
MEADE,Cimarron Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",27,000010
MEADE,Crooked Creek Township,United States House of Representatives,1,Democratic,"Sherow, James E.",6,000020
MEADE,Crooked Creek Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",31,000020
MEADE,Fowler Township,United States House of Representatives,1,Democratic,"Sherow, James E.",44,000030
MEADE,Fowler Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",185,000030
MEADE,Logan Township,United States House of Representatives,1,Democratic,"Sherow, James E.",17,000040
MEADE,Logan Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",37,000040
MEADE,Meade Center Township,United States House of Representatives,1,Democratic,"Sherow, James E.",179,000050
MEADE,Meade Center Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",543,000050
MEADE,Mertilla Township,United States House of Representatives,1,Democratic,"Sherow, James E.",10,000060
MEADE,Mertilla Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",30,000060
MEADE,Odee Township,United States House of Representatives,1,Democratic,"Sherow, James E.",1,000070
MEADE,Odee Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",15,000070
MEADE,Sand Creek Township,United States House of Representatives,1,Democratic,"Sherow, James E.",1,000080
MEADE,Sand Creek Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",16,000080
MEADE,West Plains Township,United States House of Representatives,1,Democratic,"Sherow, James E.",84,000090
MEADE,West Plains Township,United States House of Representatives,1,Republican,"Huelskamp, Tim",187,000090
MEADE,Cimarron Township,Attorney General,,Democratic,"Kotich, A.J.",3,000010
MEADE,Cimarron Township,Attorney General,,Republican,"Schmidt, Derek",28,000010
MEADE,Crooked Creek Township,Attorney General,,Democratic,"Kotich, A.J.",4,000020
MEADE,Crooked Creek Township,Attorney General,,Republican,"Schmidt, Derek",31,000020
MEADE,Fowler Township,Attorney General,,Democratic,"Kotich, A.J.",26,000030
MEADE,Fowler Township,Attorney General,,Republican,"Schmidt, Derek",190,000030
MEADE,Logan Township,Attorney General,,Democratic,"Kotich, A.J.",8,000040
MEADE,Logan Township,Attorney General,,Republican,"Schmidt, Derek",47,000040
MEADE,Meade Center Township,Attorney General,,Democratic,"Kotich, A.J.",89,000050
MEADE,Meade Center Township,Attorney General,,Republican,"Schmidt, Derek",624,000050
MEADE,Mertilla Township,Attorney General,,Democratic,"Kotich, A.J.",4,000060
MEADE,Mertilla Township,Attorney General,,Republican,"Schmidt, Derek",35,000060
MEADE,Odee Township,Attorney General,,Democratic,"Kotich, A.J.",1,000070
MEADE,Odee Township,Attorney General,,Republican,"Schmidt, Derek",15,000070
MEADE,Sand Creek Township,Attorney General,,Democratic,"Kotich, A.J.",0,000080
MEADE,Sand Creek Township,Attorney General,,Republican,"Schmidt, Derek",16,000080
MEADE,West Plains Township,Attorney General,,Democratic,"Kotich, A.J.",58,000090
MEADE,West Plains Township,Attorney General,,Republican,"Schmidt, Derek",208,000090
MEADE,Cimarron Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",4,000010
MEADE,Cimarron Township,Commissioner of Insurance,,Republican,"Selzer, Ken",24,000010
MEADE,Crooked Creek Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",3,000020
MEADE,Crooked Creek Township,Commissioner of Insurance,,Republican,"Selzer, Ken",33,000020
MEADE,Fowler Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",36,000030
MEADE,Fowler Township,Commissioner of Insurance,,Republican,"Selzer, Ken",176,000030
MEADE,Logan Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",8,000040
MEADE,Logan Township,Commissioner of Insurance,,Republican,"Selzer, Ken",44,000040
MEADE,Meade Center Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",118,000050
MEADE,Meade Center Township,Commissioner of Insurance,,Republican,"Selzer, Ken",587,000050
MEADE,Mertilla Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",4,000060
MEADE,Mertilla Township,Commissioner of Insurance,,Republican,"Selzer, Ken",35,000060
MEADE,Odee Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",1,000070
MEADE,Odee Township,Commissioner of Insurance,,Republican,"Selzer, Ken",15,000070
MEADE,Sand Creek Township,Commissioner of Insurance,,Democratic,"Anderson, Dennis",0,000080
MEADE,Sand Creek Township,Commissioner of Insurance,,Republican,"Selzer, Ken",17,000080
