Leavenworth,W4P1 ,US Senate,,L,Randall Batson,12
Leavenworth,W5P1,US Senate,,L,Randall Batson,11
Leavenworth,W5P2,US Senate,,L,Randall Batson,25
Leavenworth,W5P3,US Senate,,L,Randall Batson,38
Leavenworth,W5P4,US Senate,,L,Randall Batson,22
Leavenworth,W6P1,US Senate,,L,Randall Batson,15
Leavenworth,W6P2,US Senate,,L,Randall Batson,11
Leavenworth,W6P3,US Senate,,L,Randall Batson,17
Leavenworth,W6P4,US Senate,,L,Randall Batson,25
Leavenworth,W6P5,US Senate,,L,Randall Batson,19
Leavenworth,W7P1,US Senate,,L,Randall Batson,6
Leavenworth,W7P2,US Senate,,L,Randall Batson,36
Leavenworth,W7P3,US Senate,,L,Randall Batson,37
Leavenworth,W1P1,Congress 2,CD2,R,Lynn Jenkins,85
Leavenworth,W2P1,Congress 2,CD2,R,Lynn Jenkins,99
Leavenworth,W2P2,Congress 2,CD2,R,Lynn Jenkins,131
Leavenworth,W2P3,Congress 2,CD2,R,Lynn Jenkins,158
Leavenworth,W3P1,Congress 2,CD2,R,Lynn Jenkins,160
Leavenworth,W4P1 ,Congress 2,CD2,R,Lynn Jenkins,80
Leavenworth,W5P1,Congress 2,CD2,R,Lynn Jenkins,128
Leavenworth,W5P2,Congress 2,CD2,R,Lynn Jenkins,131
Leavenworth,W5P3,Congress 2,CD2,R,Lynn Jenkins,277
Leavenworth,W5P4,Congress 2,CD2,R,Lynn Jenkins,196
Leavenworth,W6P1,Congress 2,CD2,R,Lynn Jenkins,201
Leavenworth,W6P2,Congress 2,CD2,R,Lynn Jenkins,117
Leavenworth,W6P3,Congress 2,CD2,R,Lynn Jenkins,161
Leavenworth,W6P4,Congress 2,CD2,R,Lynn Jenkins,343
Leavenworth,W6P5,Congress 2,CD2,R,Lynn Jenkins,391
Leavenworth,W7P1,Congress 2,CD2,R,Lynn Jenkins,35
Leavenworth,W7P2,Congress 2,CD2,R,Lynn Jenkins,600
Leavenworth,W7P3,Congress 2,CD2,R,Lynn Jenkins,714
Leavenworth,W1P1,Congress 2,CD2,D,Margie Wakefield,85
Leavenworth,W2P1,Congress 2,CD2,D,Margie Wakefield,51
Leavenworth,W2P2,Congress 2,CD2,D,Margie Wakefield,68
Leavenworth,W2P3,Congress 2,CD2,D,Margie Wakefield,110
Leavenworth,W3P1,Congress 2,CD2,D,Margie Wakefield,131
Leavenworth,W4P1 ,Congress 2,CD2,D,Margie Wakefield,60
Leavenworth,W5P1,Congress 2,CD2,D,Margie Wakefield,75
Leavenworth,W5P2,Congress 2,CD2,D,Margie Wakefield,72
Leavenworth,W5P3,Congress 2,CD2,D,Margie Wakefield,138
Leavenworth,W5P4,Congress 2,CD2,D,Margie Wakefield,72
Leavenworth,W6P1,Congress 2,CD2,D,Margie Wakefield,142
Leavenworth,W6P2,Congress 2,CD2,D,Margie Wakefield,106
Leavenworth,W6P3,Congress 2,CD2,D,Margie Wakefield,95
Leavenworth,W6P4,Congress 2,CD2,D,Margie Wakefield,148
Leavenworth,W6P5,Congress 2,CD2,D,Margie Wakefield,167
Leavenworth,W7P1,Congress 2,CD2,D,Margie Wakefield,70
Leavenworth,W7P2,Congress 2,CD2,D,Margie Wakefield,284
Leavenworth,W7P3,Congress 2,CD2,D,Margie Wakefield,356
Leavenworth,W1P1,Congress 2,CD2,L,Chris Clemmons,18
Leavenworth,W2P1,Congress 2,CD2,L,Chris Clemmons,7
Leavenworth,W2P2,Congress 2,CD2,L,Chris Clemmons,13
Leavenworth,W2P3,Congress 2,CD2,L,Chris Clemmons,12
Leavenworth,W3P1,Congress 2,CD2,L,Chris Clemmons,24
Leavenworth,W4P1 ,Congress 2,CD2,L,Chris Clemmons,6
Leavenworth,W5P1,Congress 2,CD2,L,Chris Clemmons,16
Leavenworth,W5P2,Congress 2,CD2,L,Chris Clemmons,20
Leavenworth,W5P3,Congress 2,CD2,L,Chris Clemmons,23
Leavenworth,W5P4,Congress 2,CD2,L,Chris Clemmons,17
Leavenworth,W6P1,Congress 2,CD2,L,Chris Clemmons,20
Leavenworth,W6P2,Congress 2,CD2,L,Chris Clemmons,24
Leavenworth,W6P3,Congress 2,CD2,L,Chris Clemmons,18
Leavenworth,W6P4,Congress 2,CD2,L,Chris Clemmons,30
Leavenworth,W6P5,Congress 2,CD2,L,Chris Clemmons,14
Leavenworth,W7P1,Congress 2,CD2,L,Chris Clemmons,7
Leavenworth,W7P2,Congress 2,CD2,L,Chris Clemmons,42
Leavenworth,W7P3,Congress 2,CD2,L,Chris Clemmons,41
Leavenworth,W1P1,Governor,,R,Sam Brownback,65
Leavenworth,W2P1,Governor,,R,Sam Brownback,76
Leavenworth,W2P2,Governor,,R,Sam Brownback,97
Leavenworth,W2P3,Governor,,R,Sam Brownback,117
Leavenworth,W3P1,Governor,,R,Sam Brownback,112
Leavenworth,W4P1 ,Governor,,R,Sam Brownback,63
Leavenworth,W5P1,Governor,,R,Sam Brownback,101
Leavenworth,W5P2,Governor,,R,Sam Brownback,96
Leavenworth,W5P3,Governor,,R,Sam Brownback,210
Leavenworth,W5P4,Governor,,R,Sam Brownback,159
Leavenworth,W6P1,Governor,,R,Sam Brownback,161
Leavenworth,W6P2,Governor,,R,Sam Brownback,96
Leavenworth,W6P3,Governor,,R,Sam Brownback,125
Leavenworth,W6P4,Governor,,R,Sam Brownback,277
Leavenworth,W6P5,Governor,,R,Sam Brownback,317
Leavenworth,W7P1,Governor,,R,Sam Brownback,23
Leavenworth,W7P2,Governor,,R,Sam Brownback,468
Leavenworth,W7P3,Governor,,R,Sam Brownback,567
Leavenworth,W1P1,Governor,,D,Paul Davis,107
Leavenworth,W2P1,Governor,,D,Paul Davis,73
Leavenworth,W2P2,Governor,,D,Paul Davis,107
Leavenworth,W2P3,Governor,,D,Paul Davis,141
Leavenworth,W3P1,Governor,,D,Paul Davis,166
Leavenworth,W4P1 ,Governor,,D,Paul Davis,77
Leavenworth,W5P1,Governor,,D,Paul Davis,104
Leavenworth,W5P2,Governor,,D,Paul Davis,103
Leavenworth,W5P3,Governor,,D,Paul Davis,198
Leavenworth,W5P4,Governor,,D,Paul Davis,115
Leavenworth,W6P1,Governor,,D,Paul Davis,183
Leavenworth,W6P2,Governor,,D,Paul Davis,131
Leavenworth,W6P3,Governor,,D,Paul Davis,134
Leavenworth,W6P4,Governor,,D,Paul Davis,222
Leavenworth,W6P5,Governor,,D,Paul Davis,242
Leavenworth,W7P1,Governor,,D,Paul Davis,84
Leavenworth,W7P2,Governor,,D,Paul Davis,409
Leavenworth,W7P3,Governor,,D,Paul Davis,516
Leavenworth,W1P1,Governor,,L,Keen Umbehr,19
Leavenworth,W2P1,Governor,,L,Keen Umbehr,10
Leavenworth,W2P2,Governor,,L,Keen Umbehr,11
Leavenworth,W2P3,Governor,,L,Keen Umbehr,22
Leavenworth,W3P1,Governor,,L,Keen Umbehr,35
Leavenworth,W4P1 ,Governor,,L,Keen Umbehr,7
Leavenworth,W5P1,Governor,,L,Keen Umbehr,12
Leavenworth,W5P2,Governor,,L,Keen Umbehr,22
Leavenworth,W5P3,Governor,,L,Keen Umbehr,28
Leavenworth,W5P4,Governor,,L,Keen Umbehr,11
Leavenworth,W6P1,Governor,,L,Keen Umbehr,16
Leavenworth,W6P2,Governor,,L,Keen Umbehr,21
Leavenworth,W6P3,Governor,,L,Keen Umbehr,17
Leavenworth,W6P4,Governor,,L,Keen Umbehr,24
Leavenworth,W6P5,Governor,,L,Keen Umbehr,21
Leavenworth,W7P1,Governor,,L,Keen Umbehr,7
Leavenworth,W7P2,Governor,,L,Keen Umbehr,47
Leavenworth,W7P3,Governor,,L,Keen Umbehr,30
Leavenworth,W1P1,Secretary,,R,Kris Kobach,86
Leavenworth,W2P1,Secretary,,R,Kris Kobach,88
Leavenworth,W2P2,Secretary,,R,Kris Kobach,127
Leavenworth,W2P3,Secretary,,R,Kris Kobach,148
Leavenworth,W3P1,Secretary,,R,Kris Kobach,165
Leavenworth,W4P1 ,Secretary,,R,Kris Kobach,78
Leavenworth,W5P1,Secretary,,R,Kris Kobach,123
Leavenworth,W5P2,Secretary,,R,Kris Kobach,126
Leavenworth,W5P3,Secretary,,R,Kris Kobach,266
Leavenworth,W5P4,Secretary,,R,Kris Kobach,186
Leavenworth,W6P1,Secretary,,R,Kris Kobach,193
Leavenworth,W6P2,Secretary,,R,Kris Kobach,118
Leavenworth,W6P3,Secretary,,R,Kris Kobach,144
Leavenworth,W6P4,Secretary,,R,Kris Kobach,316
Leavenworth,W6P5,Secretary,,R,Kris Kobach,369
Leavenworth,W7P1,Secretary,,R,Kris Kobach,27
Leavenworth,W7P2,Secretary,,R,Kris Kobach,546
Leavenworth,W7P3,Secretary,,R,Kris Kobach,662
Leavenworth,W1P1,Secretary,,D,Jean Schodorf,101
Leavenworth,W2P1,Secretary,,D,Jean Schodorf,68
Leavenworth,W2P2,Secretary,,D,Jean Schodorf,83
Leavenworth,W2P3,Secretary,,D,Jean Schodorf,132
Leavenworth,W3P1,Secretary,,D,Jean Schodorf,147
Leavenworth,W4P1 ,Secretary,,D,Jean Schodorf,68
Leavenworth,W5P1,Secretary,,D,Jean Schodorf,91
Leavenworth,W5P2,Secretary,,D,Jean Schodorf,94
Leavenworth,W5P3,Secretary,,D,Jean Schodorf,168
Leavenworth,W5P4,Secretary,,D,Jean Schodorf,97
Leavenworth,W6P1,Secretary,,D,Jean Schodorf,164
Leavenworth,W6P2,Secretary,,D,Jean Schodorf,128
Leavenworth,W6P3,Secretary,,D,Jean Schodorf,127
Leavenworth,W6P4,Secretary,,D,Jean Schodorf,199
Leavenworth,W6P5,Secretary,,D,Jean Schodorf,203
Leavenworth,W7P1,Secretary,,D,Jean Schodorf,85
Leavenworth,W7P2,Secretary,,D,Jean Schodorf,367
Leavenworth,W7P3,Secretary,,D,Jean Schodorf,434
Leavenworth,W1P1,Attorney,,R,Derek Schmidt,93
Leavenworth,W2P1,Attorney,,R,Derek Schmidt,89
Leavenworth,W2P2,Attorney,,R,Derek Schmidt,129
Leavenworth,W2P3,Attorney,,R,Derek Schmidt,147
Leavenworth,W3P1,Attorney,,R,Derek Schmidt,163
Leavenworth,W4P1 ,Attorney,,R,Derek Schmidt,71
Leavenworth,W5P1,Attorney,,R,Derek Schmidt,130
Leavenworth,W5P2,Attorney,,R,Derek Schmidt,118
Leavenworth,W5P3,Attorney,,R,Derek Schmidt,285
Leavenworth,W5P4,Attorney,,R,Derek Schmidt,198
Leavenworth,W6P1,Attorney,,R,Derek Schmidt,200
Leavenworth,W6P2,Attorney,,R,Derek Schmidt,112
Leavenworth,W6P3,Attorney,,R,Derek Schmidt,151
Leavenworth,W6P4,Attorney,,R,Derek Schmidt,329
Leavenworth,W6P5,Attorney,,R,Derek Schmidt,370
Leavenworth,W7P1,Attorney,,R,Derek Schmidt,38
Leavenworth,W7P2,Attorney,,R,Derek Schmidt,574
Leavenworth,W7P3,Attorney,,R,Derek Schmidt,701
Leavenworth,W1P1,Attorney,,D,A J Kotich,95
Leavenworth,W2P1,Attorney,,D,A J Kotich,63
Leavenworth,W2P2,Attorney,,D,A J Kotich,77
Leavenworth,W2P3,Attorney,,D,A J Kotich,132
Leavenworth,W3P1,Attorney,,D,A J Kotich,146
Leavenworth,W4P1 ,Attorney,,D,A J Kotich,72
Leavenworth,W5P1,Attorney,,D,A J Kotich,85
Leavenworth,W5P2,Attorney,,D,A J Kotich,104
Leavenworth,W5P3,Attorney,,D,A J Kotich,145
Leavenworth,W5P4,Attorney,,D,A J Kotich,78
Leavenworth,W6P1,Attorney,,D,A J Kotich,156
Leavenworth,W6P2,Attorney,,D,A J Kotich,127
Leavenworth,W6P3,Attorney,,D,A J Kotich,119
Leavenworth,W6P4,Attorney,,D,A J Kotich,187
Leavenworth,W6P5,Attorney,,D,A J Kotich,196
Leavenworth,W7P1,Attorney,,D,A J Kotich,73
Leavenworth,W7P2,Attorney,,D,A J Kotich,326
Leavenworth,W7P3,Attorney,,D,A J Kotich,385
Leavenworth,W1P1,Treasurer,,R,Ron Estes,84
Leavenworth,W2P1,Treasurer,,R,Ron Estes,90
Leavenworth,W2P2,Treasurer,,R,Ron Estes,136
Leavenworth,W2P3,Treasurer,,R,Ron Estes,151
Leavenworth,W3P1,Treasurer,,R,Ron Estes,175
Leavenworth,W4P1 ,Treasurer,,R,Ron Estes,78
Leavenworth,W5P1,Treasurer,,R,Ron Estes,125
Leavenworth,W5P2,Treasurer,,R,Ron Estes,130
Leavenworth,W5P3,Treasurer,,R,Ron Estes,287
Leavenworth,W5P4,Treasurer,,R,Ron Estes,194
Leavenworth,W6P1,Treasurer,,R,Ron Estes,212
Leavenworth,W6P2,Treasurer,,R,Ron Estes,120
Leavenworth,W6P3,Treasurer,,R,Ron Estes,157
Leavenworth,W6P4,Treasurer,,R,Ron Estes,334
Leavenworth,W6P5,Treasurer,,R,Ron Estes,386
Leavenworth,W7P1,Treasurer,,R,Ron Estes,37
Leavenworth,W7P2,Treasurer,,R,Ron Estes,582
Leavenworth,W7P3,Treasurer,,R,Ron Estes,709
Leavenworth,W1P1,Treasurer,,D,Carmen Alldritt,105
Leavenworth,W2P1,Treasurer,,D,Carmen Alldritt,61
Leavenworth,W2P2,Treasurer,,D,Carmen Alldritt,73
Leavenworth,W2P3,Treasurer,,D,Carmen Alldritt,125
Leavenworth,W3P1,Treasurer,,D,Carmen Alldritt,134
Leavenworth,W4P1 ,Treasurer,,D,Carmen Alldritt,67
Leavenworth,W5P1,Treasurer,,D,Carmen Alldritt,87
Leavenworth,W5P2,Treasurer,,D,Carmen Alldritt,92
Leavenworth,W5P3,Treasurer,,D,Carmen Alldritt,149
Leavenworth,W5P4,Treasurer,,D,Carmen Alldritt,87
Leavenworth,W6P1,Treasurer,,D,Carmen Alldritt,145
Leavenworth,W6P2,Treasurer,,D,Carmen Alldritt,123
Leavenworth,W6P3,Treasurer,,D,Carmen Alldritt,110
Leavenworth,W6P4,Treasurer,,D,Carmen Alldritt,180
Leavenworth,W6P5,Treasurer,,D,Carmen Alldritt,179
Leavenworth,W7P1,Treasurer,,D,Carmen Alldritt,71
Leavenworth,W7P2,Treasurer,,D,Carmen Alldritt,319
Leavenworth,W7P3,Treasurer,,D,Carmen Alldritt,372
Leavenworth,W1P1,Insurance,,R,Ken Selzer,76
Leavenworth,W2P1,Insurance,,R,Ken Selzer,79
Leavenworth,W2P2,Insurance,,R,Ken Selzer,121
Leavenworth,W2P3,Insurance,,R,Ken Selzer,136
Leavenworth,W3P1,Insurance,,R,Ken Selzer,146
Leavenworth,W4P1 ,Insurance,,R,Ken Selzer,79
Leavenworth,W5P1,Insurance,,R,Ken Selzer,116
Leavenworth,W5P2,Insurance,,R,Ken Selzer,124
Leavenworth,W5P3,Insurance,,R,Ken Selzer,262
Leavenworth,W5P4,Insurance,,R,Ken Selzer,177
Leavenworth,W6P1,Insurance,,R,Ken Selzer,189
Leavenworth,W6P2,Insurance,,R,Ken Selzer,110
Leavenworth,W6P3,Insurance,,R,Ken Selzer,143
Leavenworth,W6P4,Insurance,,R,Ken Selzer,306
Leavenworth,W6P5,Insurance,,R,Ken Selzer,366
Leavenworth,W7P1,Insurance,,R,Ken Selzer,30
Leavenworth,W7P2,Insurance,,R,Ken Selzer,542
Leavenworth,W7P3,Insurance,,R,Ken Selzer,676
Leavenworth,W1P1,Insurance,,D,Dennis Anderson,112
Leavenworth,W2P1,Insurance,,D,Dennis Anderson,72
Leavenworth,W2P2,Insurance,,D,Dennis Anderson,89
Leavenworth,W2P3,Insurance,,D,Dennis Anderson,141
Leavenworth,W3P1,Insurance,,D,Dennis Anderson,158
Leavenworth,W4P1 ,Insurance,,D,Dennis Anderson,63
Leavenworth,W5P1,Insurance,,D,Dennis Anderson,92
Leavenworth,W5P2,Insurance,,D,Dennis Anderson,94
Leavenworth,W5P3,Insurance,,D,Dennis Anderson,168
Leavenworth,W5P4,Insurance,,D,Dennis Anderson,100
Leavenworth,W6P1,Insurance,,D,Dennis Anderson,163
Leavenworth,W6P2,Insurance,,D,Dennis Anderson,131
Leavenworth,W6P3,Insurance,,D,Dennis Anderson,124
Leavenworth,W6P4,Insurance,,D,Dennis Anderson,204
Leavenworth,W6P5,Insurance,,D,Dennis Anderson,197
Leavenworth,W7P1,Insurance,,D,Dennis Anderson,78
Leavenworth,W7P2,Insurance,,D,Dennis Anderson,354
Leavenworth,W7P3,Insurance,,D,Dennis Anderson,404
Leavenworth,W1P1,State Rep,H041,R,TONY BARTON [R],85
Leavenworth,W2P1,State Rep,H041,R,TONY BARTON,88
Leavenworth,W2P2,State Rep,H041,R,TONY BARTON,122
Leavenworth,W2P3,State Rep,H040,R,JOHN BRADFORD [R],126
Leavenworth,W3P1,State Rep,H041,R,TONY BARTON,156
Leavenworth,W4P1 ,State Rep,H041,R,TONY BARTON [R],71
Leavenworth,W5P1,State Rep,H041,R,TONY BARTON,125
Leavenworth,W5P2,State Rep,H041,R,TONY BARTON,124
Leavenworth,W5P3,State Rep,H041,R,TONY BARTON,252
Leavenworth,W5P4,State Rep,H041,R,TONY BARTON,174
Leavenworth,W6P1,State Rep,H041,R,TONY BARTON,193
Leavenworth,W6P2,State Rep,H041,R,TONY BARTON,114
Leavenworth,W6P3,State Rep,H040,R,JOHN BRADFORD [R],108
Leavenworth,W6P4,State Rep,H041,R,TONY BARTON,318
Leavenworth,W6P5,State Rep,H041,R,TONY BARTON,341
Leavenworth,W7P1,State Rep,H040,R,JOHN BRADFORD [R],30
Leavenworth,W7P2,State Rep,H040,R,JOHN BRADFORD [R],479
Leavenworth,W7P3,State Rep,H040,R,JOHN BRADFORD [R],588
Leavenworth,W1P1,State Rep,H041,D,NANCY D. BAUDER,107
Leavenworth,W2P1,State Rep,H041,D,NANCY D. BAUDER,69
Leavenworth,W2P2,State Rep,H041,D,NANCY D. BAUDER,89
Leavenworth,W2P3,State Rep,H040,D,LINDA JOHNSON,158
Leavenworth,W3P1,State Rep,H041,D,NANCY D. BAUDER,156
Leavenworth,W4P1 ,State Rep,H041,D,NANCY D. BAUDER,76
Leavenworth,W5P1,State Rep,H041,D,NANCY D. BAUDER,93
Leavenworth,W5P2,State Rep,H041,D,NANCY D. BAUDER,98
Leavenworth,W5P3,State Rep,H041,D,NANCY D. BAUDER,184
Leavenworth,W5P4,State Rep,H041,D,NANCY D. BAUDER,110
Leavenworth,W6P1,State Rep,H041,D,NANCY D. BAUDER,166
Leavenworth,W6P2,State Rep,H041,D,NANCY D. BAUDER,128
Leavenworth,W6P3,State Rep,H040,D,LINDA JOHNSON,167
Leavenworth,W6P4,State Rep,H041,D,NANCY D. BAUDER,204
Leavenworth,W6P5,State Rep,H041,D,NANCY D. BAUDER,240
Leavenworth,W7P1,State Rep,H040,D,LINDA JOHNSON,82
Leavenworth,W7P2,State Rep,H040,D,LINDA JOHNSON,444
Leavenworth,W7P3,State Rep,H040,D,LINDA JOHNSON,520
county,precinct,office,district,party,candidate,votes
Leavenworth,0019 Springdale/Alexandria,,,,Registration,601
Leavenworth,0020 Lansing Ward 1,,,,Registration,1436
Leavenworth,0021 Lansing Ward 2,,,,Registration,1473
Leavenworth,0022 Lansing Ward 3,,,,Registration,1656
Leavenworth,0023 Lansing Ward 4,,,,Registration,1600
Leavenworth,0024 Delaware 1,,,,Registration,401
Leavenworth,0025 Delaware 2,,,,Registration,142
Leavenworth,0026 Delaware 3,,,,Registration,207
Leavenworth,0027 Delaware 4,,,,Registration,3
Leavenworth,0028 Easton/Easton,,,,Registration,777
Leavenworth,0029 Basehor City/Fairmount,,,,Registration,3542
Leavenworth,0030 Basehor Twp/Fairmount,,,,Registration,1393
Leavenworth,0031 Glenwood/Fairmount,,,,Registration,1963
Leavenworth,0032 Boling/High Prairie,,,,Registration,1510
Leavenworth,0033 Kickapoo/Kickapoo,,,,Registration,1422
Leavenworth,0034 Reno West 42,,,,Registration,908
Leavenworth,0035 Reno East 38,,,,Registration,168
Leavenworth,0036 Linwood/Sherman,,,,Registration,1982
Leavenworth,0037 Stranger/Stranger,,,,Registration,1144
Leavenworth,0038 Walnut/Stranger,,,,Registration,824
Leavenworth,0039 Tonganoxie North,,,,Registration,2024
Leavenworth,0040 Tonganoxie South,,,,Registration,1293
Leavenworth,0041 Tonganoxie Rural,,,,Registration,1787
Leavenworth,"0042 Ft Leavenworth, Pct 41",,,,Registration,616
Leavenworth,"0043 Ft Leavenworth, Pct 42",,,,Registration,385
Leavenworth,0019 Springdale/Alexandria,,,,Ballots,296
Leavenworth,0020 Lansing Ward 1,,,,Ballots,527
Leavenworth,0021 Lansing Ward 2,,,,Ballots,722
Leavenworth,0022 Lansing Ward 3,,,,Ballots,707
Leavenworth,0023 Lansing Ward 4,,,,Ballots,738
Leavenworth,0024 Delaware 1,,,,Ballots,192
Leavenworth,0025 Delaware 2,,,,Ballots,84
Leavenworth,0026 Delaware 3,,,,Ballots,112
Leavenworth,0027 Delaware 4,,,,Ballots,3
Leavenworth,0028 Easton/Easton,,,,Ballots,371
Leavenworth,0029 Basehor City/Fairmount,,,,Ballots,1646
Leavenworth,0030 Basehor Twp/Fairmount,,,,Ballots,701
Leavenworth,0031 Glenwood/Fairmount,,,,Ballots,997
Leavenworth,0032 Boling/High Prairie,,,,Ballots,802
Leavenworth,0033 Kickapoo/Kickapoo,,,,Ballots,725
Leavenworth,0034 Reno West 42,,,,Ballots,501
Leavenworth,0035 Reno East 38,,,,Ballots,101
Leavenworth,0036 Linwood/Sherman,,,,Ballots,937
Leavenworth,0037 Stranger/Stranger,,,,Ballots,581
Leavenworth,0038 Walnut/Stranger,,,,Ballots,434
Leavenworth,0039 Tonganoxie North,,,,Ballots,772
Leavenworth,0040 Tonganoxie South,,,,Ballots,557
Leavenworth,0041 Tonganoxie Rural,,,,Ballots,877
Leavenworth,"0042 Ft Leavenworth, Pct 41",,,,Ballots,53
Leavenworth,"0043 Ft Leavenworth, Pct 42",,,,Ballots,23
Leavenworth,0019 Springdale/Alexandria,US Senate,,R,Pat Roberts,187
Leavenworth,0020 Lansing Ward 1,US Senate,,R,Pat Roberts,270
Leavenworth,0021 Lansing Ward 2,US Senate,,R,Pat Roberts,428
Leavenworth,0022 Lansing Ward 3,US Senate,,R,Pat Roberts,360
Leavenworth,0023 Lansing Ward 4,US Senate,,R,Pat Roberts,382
Leavenworth,0024 Delaware 1,US Senate,,R,Pat Roberts,117
Leavenworth,0025 Delaware 2,US Senate,,R,Pat Roberts,49
Leavenworth,0026 Delaware 3,US Senate,,R,Pat Roberts,72
Leavenworth,0027 Delaware 4,US Senate,,R,Pat Roberts,2
Leavenworth,0028 Easton/Easton,US Senate,,R,Pat Roberts,204
Leavenworth,0029 Basehor City/Fairmount,US Senate,,R,Pat Roberts,842
Leavenworth,0030 Basehor Twp/Fairmount,US Senate,,R,Pat Roberts,419
Leavenworth,0031 Glenwood/Fairmount,US Senate,,R,Pat Roberts,558
Leavenworth,0032 Boling/High Prairie,US Senate,,R,Pat Roberts,476
Leavenworth,0033 Kickapoo/Kickapoo,US Senate,,R,Pat Roberts,438
Leavenworth,0034 Reno West 42,US Senate,,R,Pat Roberts,235
Leavenworth,0035 Reno East 38,US Senate,,R,Pat Roberts,47
Leavenworth,0036 Linwood/Sherman,US Senate,,R,Pat Roberts,479
Leavenworth,0037 Stranger/Stranger,US Senate,,R,Pat Roberts,330
Leavenworth,0038 Walnut/Stranger,US Senate,,R,Pat Roberts,219
Leavenworth,0039 Tonganoxie North,US Senate,,R,Pat Roberts,401
Leavenworth,0040 Tonganoxie South,US Senate,,R,Pat Roberts,259
Leavenworth,0041 Tonganoxie Rural,US Senate,,R,Pat Roberts,460
Leavenworth,"0042 Ft Leavenworth, Pct 41",US Senate,,R,Pat Roberts,27
