county,precinct,office,district,party,candidate,Total
Hodgeman,S Center,Governor,,L,Keen Umbehr,7
Hodgeman,Marena,Governor,,L,Keen Umbehr,5
Hodgeman,N Hallet,Governor,,L,Keen Umbehr,0
Hodgeman,N Roscoe,Governor,,L,Keen Umbehr,0
Hodgeman,Sawlog,Governor,,L,Keen Umbehr,2
Hodgeman,S Hallet,Governor,,L,Keen Umbehr,1
Hodgeman,S Roscoe,Governor,,L,Keen Umbehr,0
Hodgeman,Sterling,Governor,,L,Keen Umbehr,0
Hodgeman,Valley,Governor,,L,Keen Umbehr,0
Hodgeman,Benton,Secretary,,R,Kris Kobach,26
Hodgeman,N Center,Secretary,,R,Kris Kobach,172
Hodgeman,S Center,Secretary,,R,Kris Kobach,144
Hodgeman,Marena,Secretary,,R,Kris Kobach,179
Hodgeman,N Hallet,Secretary,,R,Kris Kobach,4
Hodgeman,N Roscoe,Secretary,,R,Kris Kobach,23
Hodgeman,Sawlog,Secretary,,R,Kris Kobach,34
Hodgeman,S Hallet,Secretary,,R,Kris Kobach,14
Hodgeman,S Roscoe,Secretary,,R,Kris Kobach,23
Hodgeman,Sterling,Secretary,,R,Kris Kobach,47
Hodgeman,Valley,Secretary,,R,Kris Kobach,18
Hodgeman,Benton,Secretary,,D,Jean Schodorf,2
Hodgeman,N Center,Secretary,,D,Jean Schodorf,53
Hodgeman,S Center,Secretary,,D,Jean Schodorf,40
Hodgeman,Marena,Secretary,,D,Jean Schodorf,58
Hodgeman,N Hallet,Secretary,,D,Jean Schodorf,0
Hodgeman,N Roscoe,Secretary,,D,Jean Schodorf,0
Hodgeman,Sawlog,Secretary,,D,Jean Schodorf,8
Hodgeman,S Hallet,Secretary,,D,Jean Schodorf,1
Hodgeman,S Roscoe,Secretary,,D,Jean Schodorf,6
Hodgeman,Sterling,Secretary,,D,Jean Schodorf,9
Hodgeman,Valley,Secretary,,D,Jean Schodorf,3
Hodgeman,Benton,Attorney,,R,Derek Schmidt,26
Hodgeman,N Center,Attorney,,R,Derek Schmidt,188
Hodgeman,S Center,Attorney,,R,Derek Schmidt,161
Hodgeman,Marena,Attorney,,R,Derek Schmidt,186
Hodgeman,N Hallet,Attorney,,R,Derek Schmidt,4
Hodgeman,N Roscoe,Attorney,,R,Derek Schmidt,21
Hodgeman,Sawlog,Attorney,,R,Derek Schmidt,36
Hodgeman,S Hallet,Attorney,,R,Derek Schmidt,15
Hodgeman,S Roscoe,Attorney,,R,Derek Schmidt,25
Hodgeman,Sterling,Attorney,,R,Derek Schmidt,50
Hodgeman,Valley,Attorney,,R,Derek Schmidt,19
Hodgeman,Benton,Attorney,,D,A J Kotich,2
Hodgeman,N Center,Attorney,,D,A J Kotich,34
Hodgeman,S Center,Attorney,,D,A J Kotich,19
Hodgeman,Marena,Attorney,,D,A J Kotich,22
Hodgeman,N Hallet,Attorney,,D,A J Kotich,0
Hodgeman,N Roscoe,Attorney,,D,A J Kotich,0
Hodgeman,Sawlog,Attorney,,D,A J Kotich,5
Hodgeman,S Hallet,Attorney,,D,A J Kotich,0
Hodgeman,S Roscoe,Attorney,,D,A J Kotich,4
Hodgeman,Sterling,Attorney,,D,A J Kotich,5
Hodgeman,Valley,Attorney,,D,A J Kotich,2
Hodgeman,Benton,Treasurer,,R,Ron Estes,26
Hodgeman,N Center,Treasurer,,R,Ron Estes,188
Hodgeman,S Center,Treasurer,,R,Ron Estes,157
Hodgeman,Marena,Treasurer,,R,Ron Estes,193
Hodgeman,N Hallet,Treasurer,,R,Ron Estes,4
Hodgeman,N Roscoe,Treasurer,,R,Ron Estes,23
Hodgeman,Sawlog,Treasurer,,R,Ron Estes,37
Hodgeman,S Hallet,Treasurer,,R,Ron Estes,15
Hodgeman,S Roscoe,Treasurer,,R,Ron Estes,24
Hodgeman,Sterling,Treasurer,,R,Ron Estes,46
Hodgeman,Valley,Treasurer,,R,Ron Estes,17
Hodgeman,Benton,Treasurer,,D,Carmen Alldritt,2
Hodgeman,N Center,Treasurer,,D,Carmen Alldritt,31
Hodgeman,S Center,Treasurer,,D,Carmen Alldritt,27
Hodgeman,Marena,Treasurer,,D,Carmen Alldritt,16
Hodgeman,N Hallet,Treasurer,,D,Carmen Alldritt,0
Hodgeman,N Roscoe,Treasurer,,D,Carmen Alldritt,0
Hodgeman,Sawlog,Treasurer,,D,Carmen Alldritt,5
Hodgeman,S Hallet,Treasurer,,D,Carmen Alldritt,0
Hodgeman,S Roscoe,Treasurer,,D,Carmen Alldritt,5
Hodgeman,Sterling,Treasurer,,D,Carmen Alldritt,10
Hodgeman,Valley,Treasurer,,D,Carmen Alldritt,4
Hodgeman,Benton,Insurance,,R,Ken Selzer,23
Hodgeman,N Center,Insurance,,R,Ken Selzer,162
Hodgeman,S Center,Insurance,,R,Ken Selzer,138
Hodgeman,Marena,Insurance,,R,Ken Selzer,175
Hodgeman,N Hallet,Insurance,,R,Ken Selzer,4
Hodgeman,N Roscoe,Insurance,,R,Ken Selzer,18
Hodgeman,Sawlog,Insurance,,R,Ken Selzer,33
Hodgeman,S Hallet,Insurance,,R,Ken Selzer,13
Hodgeman,S Roscoe,Insurance,,R,Ken Selzer,23
Hodgeman,Sterling,Insurance,,R,Ken Selzer,41
Hodgeman,Valley,Insurance,,R,Ken Selzer,17
Hodgeman,Benton,Insurance,,D,Dennis Anderson,2
Hodgeman,N Center,Insurance,,D,Dennis Anderson,53
Hodgeman,S Center,Insurance,,D,Dennis Anderson,42
Hodgeman,Marena,Insurance,,D,Dennis Anderson,31
Hodgeman,N Hallet,Insurance,,D,Dennis Anderson,0
Hodgeman,N Roscoe,Insurance,,D,Dennis Anderson,2
Hodgeman,Sawlog,Insurance,,D,Dennis Anderson,6
Hodgeman,S Hallet,Insurance,,D,Dennis Anderson,2
Hodgeman,S Roscoe,Insurance,,D,Dennis Anderson,6
Hodgeman,Sterling,Insurance,,D,Dennis Anderson,14
Hodgeman,Valley,Insurance,,D,Dennis Anderson,4
Hodgeman,Benton,State Rep 117,H117,R,John Ewy [R],26
Hodgeman,N Center,State Rep 117,H117,R,John Ewy [R],203
Hodgeman,S Center,State Rep 117,H117,R,John Ewy [R],181
Hodgeman,Marena,State Rep 117,H117,R,John Ewy [R],197
Hodgeman,N Hallet,State Rep 117,H117,R,John Ewy [R],4
Hodgeman,N Roscoe,State Rep 117,H117,R,John Ewy [R],23
Hodgeman,Sawlog,State Rep 117,H117,R,John Ewy [R],40
Hodgeman,S Hallet,State Rep 117,H117,R,John Ewy [R],16
Hodgeman,S Roscoe,State Rep 117,H117,R,John Ewy [R],29
Hodgeman,Sterling,State Rep 117,H117,R,John Ewy [R],52
Hodgeman,Valley,State Rep 117,H117,R,John Ewy [R],19
Hodgeman,Marena,U S Senate,,wri,Chad Jones [wri],1
Hodgeman,N Center,State Rep 117,H117,wri,Emmett Alstrup [wri],1
Hodgeman,N Center,State Rep 117,H117,wri,Joanne Clarke [wri],1
