county,precinct,office,district,party,candidate,votes,vtd
SEWARD,Fargo Township 1,Kansas House of Representatives,125,Republican,"Francis, Shannon",50,000010
SEWARD,Fargo Township 2,Kansas House of Representatives,125,Republican,"Francis, Shannon",168,000020
SEWARD,Fargo Township 3,Kansas House of Representatives,125,Republican,"Francis, Shannon",17,000030
SEWARD,Fargo Township 4,Kansas House of Representatives,125,Republican,"Francis, Shannon",105,000040
SEWARD,Liberal Township 1,Kansas House of Representatives,125,Republican,"Francis, Shannon",5,00005A
SEWARD,Liberal Township 1 Exclave,Kansas House of Representatives,125,Republican,"Francis, Shannon",0,00005B
SEWARD,Liberal Township 2,Kansas House of Representatives,125,Republican,"Francis, Shannon",104,000060
SEWARD,Liberal Township 3,Kansas House of Representatives,125,Republican,"Francis, Shannon",56,000070
SEWARD,Liberal Township 4,Kansas House of Representatives,125,Republican,"Francis, Shannon",36,00008A
SEWARD,Liberal Township 4 Exclave,Kansas House of Representatives,125,Republican,"Francis, Shannon",0,00008B
SEWARD,Liberal Township 5,Kansas House of Representatives,125,Republican,"Francis, Shannon",28,000090
SEWARD,Liberal Ward 1 Precinct 1,Kansas House of Representatives,125,Republican,"Francis, Shannon",284,000100
SEWARD,Liberal Ward 1 Precinct 2,Kansas House of Representatives,125,Republican,"Francis, Shannon",413,000110
SEWARD,Liberal Ward 1 Precinct 3,Kansas House of Representatives,125,Republican,"Francis, Shannon",355,000120
SEWARD,Liberal Ward 2,Kansas House of Representatives,125,Republican,"Francis, Shannon",361,000130
SEWARD,Liberal Ward 3,Kansas House of Representatives,125,Republican,"Francis, Shannon",220,000140
SEWARD,Liberal Ward 4,Kansas House of Representatives,125,Republican,"Francis, Shannon",267,000150
SEWARD,Liberal Ward 5,Kansas House of Representatives,125,Republican,"Francis, Shannon",220,000160
SEWARD,Liberal Ward 6 Precinct 1,Kansas House of Representatives,125,Republican,"Francis, Shannon",850,000170
SEWARD,Liberal Ward 6 Precinct 2,Kansas House of Representatives,125,Republican,"Francis, Shannon",563,000180
SEWARD,Seward Township 1,Kansas House of Representatives,124,Republican,"Alford, J. Stephen",31,000190
SEWARD,Seward Township 2,Kansas House of Representatives,124,Republican,"Alford, J. Stephen",35,000200
SEWARD,Seward Township 3,Kansas House of Representatives,124,Republican,"Alford, J. Stephen",20,000210
SEWARD,Fargo Township 1,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",5,000010
SEWARD,Fargo Township 1,Kansas Senate,38,Republican,"Estes, Bud",47,000010
SEWARD,Fargo Township 2,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",22,000020
SEWARD,Fargo Township 2,Kansas Senate,38,Republican,"Estes, Bud",153,000020
SEWARD,Fargo Township 3,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,000030
SEWARD,Fargo Township 3,Kansas Senate,38,Republican,"Estes, Bud",18,000030
SEWARD,Fargo Township 4,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",45,000040
SEWARD,Fargo Township 4,Kansas Senate,38,Republican,"Estes, Bud",74,000040
SEWARD,Liberal Township 1,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",1,00005A
SEWARD,Liberal Township 1,Kansas Senate,38,Republican,"Estes, Bud",5,00005A
SEWARD,Liberal Township 1 Exclave,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,00005B
SEWARD,Liberal Township 1 Exclave,Kansas Senate,38,Republican,"Estes, Bud",0,00005B
SEWARD,Liberal Township 2,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",13,000060
SEWARD,Liberal Township 2,Kansas Senate,38,Republican,"Estes, Bud",96,000060
SEWARD,Liberal Township 3,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",6,000070
