county,precinct,office,district,party,candidate,votes,vtd
SHERMAN,Goodland Ward 1,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",67,000010
SHERMAN,Goodland Ward 1,Kansas House of Representatives,120,Republican,"Smith, Adam",493,000010
SHERMAN,Goodland Ward 2,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",61,000020
SHERMAN,Goodland Ward 2,Kansas House of Representatives,120,Republican,"Smith, Adam",249,000020
SHERMAN,Goodland Ward 3,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",54,000030
SHERMAN,Goodland Ward 3,Kansas House of Representatives,120,Republican,"Smith, Adam",286,000030
SHERMAN,Goodland Ward 4,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",72,000040
SHERMAN,Goodland Ward 4,Kansas House of Representatives,120,Republican,"Smith, Adam",485,000040
SHERMAN,Grant Township,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",5,000050
SHERMAN,Grant Township,Kansas House of Representatives,120,Republican,"Smith, Adam",28,000050
SHERMAN,Iowa Township,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",1,000060
SHERMAN,Iowa Township,Kansas House of Representatives,120,Republican,"Smith, Adam",13,000060
SHERMAN,Itasca Township,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",19,000070
SHERMAN,Itasca Township,Kansas House of Representatives,120,Republican,"Smith, Adam",137,000070
SHERMAN,Kanorado City,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",2,000080
SHERMAN,Kanorado City,Kansas House of Representatives,120,Republican,"Smith, Adam",51,000080
SHERMAN,Lincoln Township,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",5,000090
SHERMAN,Lincoln Township,Kansas House of Representatives,120,Republican,"Smith, Adam",39,000090
SHERMAN,Llanos Township,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",1,000100
SHERMAN,Llanos Township,Kansas House of Representatives,120,Republican,"Smith, Adam",25,000100
SHERMAN,Logan Township,Kansas House of Representatives,120,Democratic,"Peterson, Bonita L.",5,00011A
SHERMAN,Logan Township,Kansas House of Representatives,120,Republican,"Smith, Adam",118,00011A
