county,precinct,office,district,party,candidate,votes,vtd
FORD,Bloom Township,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",31,000010
FORD,Bucklin City,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",281,000020
FORD,Bucklin Township,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",56,000030
FORD,Concord Township,Kansas House of Representatives,115,Republican,"Orr, Boyd",46,000040
FORD,Dodge City Precinct 01,Kansas House of Representatives,115,Republican,"Orr, Boyd",429,00005A
FORD,Dodge City Airport,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",0,00005B
FORD,Dodge City Airport,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,00005B
FORD,Dodge City Industrial Park,Kansas House of Representatives,115,Republican,"Orr, Boyd",0,00005C
FORD,Dodge City Precinct 03,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",255,000070
FORD,Dodge City Precinct 03,Kansas House of Representatives,119,Republican,"Ralph, Bradley",156,000070
FORD,Dodge City Precinct 04,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",444,00008A
FORD,Dodge City Precinct 04,Kansas House of Representatives,119,Republican,"Ralph, Bradley",364,00008A
FORD,Dodge City Excel #1,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",0,00008B
FORD,Dodge City Excel #1,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,00008B
FORD,Dodge City Excel #2,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",0,00008C
FORD,Dodge City Excel #2,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,00008C
FORD,Dodge City Millard,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",0,00008D
FORD,Dodge City Millard,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,00008D
FORD,Dodge City Precinct 06,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",703,000100
FORD,Dodge City Precinct 06,Kansas House of Representatives,119,Republican,"Ralph, Bradley",940,000100
FORD,Dodge Township Ward 3,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",14,000200
FORD,Dodge Township Ward 3,Kansas House of Representatives,119,Republican,"Ralph, Bradley",14,000200
FORD,Fairview Township,Kansas House of Representatives,115,Republican,"Orr, Boyd",97,000220
FORD,Ford City,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",72,000230
FORD,Ford Township,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",54,000240
FORD,Richland Township,Kansas House of Representatives,115,Republican,"Orr, Boyd",192,000260
FORD,Royal Township,Kansas House of Representatives,115,Republican,"Orr, Boyd",105,000270
FORD,Sodville Township,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",38,000280
FORD,Spearville City,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",332,000300
FORD,Spearville Township,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",162,000310
FORD,Wheatland Township,Kansas House of Representatives,117,Republican,"Mastroni, Leonard A.",60,000320
FORD,Wilburn Township,Kansas House of Representatives,115,Republican,"Orr, Boyd",39,000330
FORD,Dodge Township H115,Kansas House of Representatives,115,Republican,"Orr, Boyd",190,120020
FORD,Dodge Township H119 A,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",0,12003A
FORD,Dodge Township H119 A,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,12003A
FORD,Dodge Township H119,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",6,120030
FORD,Dodge Township H119,Kansas House of Representatives,119,Republican,"Ralph, Bradley",22,120030
FORD,Enterprise Township H115,Kansas House of Representatives,115,Republican,"Orr, Boyd",164,120040
FORD,Enterprise Township H119,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",6,120050
FORD,Enterprise Township H119,Kansas House of Representatives,119,Republican,"Ralph, Bradley",1,120050
FORD,Grandview Township H115,Kansas House of Representatives,115,Republican,"Orr, Boyd",157,120060
FORD,Grandview Township East H119,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",3,12007A
FORD,Grandview Township East H119,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,12007A
FORD,Grandview Township H119,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",0,120070
FORD,Grandview Township H119,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,120070
FORD,Grandview Township Ward 2 H115,Kansas House of Representatives,115,Republican,"Orr, Boyd",28,120080
FORD,Grandview Township Ward 2 H119,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",1,120090
FORD,Grandview Township Ward 2 H119,Kansas House of Representatives,119,Republican,"Ralph, Bradley",2,120090
FORD,Dodge City Precinct 03 H115,Kansas House of Representatives,115,Republican,"Orr, Boyd",0,120100
FORD,Dodge City Township C H115,Kansas House of Representatives,115,Republican,"Orr, Boyd",0,120110
FORD,Dodge City Township W H119,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",1,120120
FORD,Dodge City Township W H119,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,120120
FORD,Dodge City Precinct 09,Kansas House of Representatives,115,Republican,"Orr, Boyd",18,120130
FORD,Dodge City Precinct 10,Kansas House of Representatives,115,Republican,"Orr, Boyd",0,120140
FORD,Dodge City Precinct 02,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",213,130010
FORD,Dodge City Precinct 02,Kansas House of Representatives,119,Republican,"Ralph, Bradley",122,130010
FORD,Dodge City Precinct 05,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",558,130020
FORD,Dodge City Precinct 05,Kansas House of Representatives,119,Republican,"Ralph, Bradley",708,130020
FORD,Dodge City Precinct 07,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",38,600010
FORD,Dodge City Precinct 07,Kansas House of Representatives,119,Republican,"Ralph, Bradley",46,600010
FORD,Dodge City Precinct 08,Kansas House of Representatives,119,Democratic,"Love, Daniel L.",0,800010
FORD,Dodge City Precinct 08,Kansas House of Representatives,119,Republican,"Ralph, Bradley",0,800010
FORD,Bloom Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",1,000010
FORD,Bloom Township,Kansas Senate,38,Republican,"Estes, Bud",34,000010
FORD,Bucklin City,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",43,000020
FORD,Bucklin City,Kansas Senate,38,Republican,"Estes, Bud",266,000020
FORD,Bucklin Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",6,000030
FORD,Bucklin Township,Kansas Senate,38,Republican,"Estes, Bud",52,000030
FORD,Concord Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",7,000040
FORD,Concord Township,Kansas Senate,38,Republican,"Estes, Bud",42,000040
FORD,Dodge City Precinct 01,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",234,00005A
FORD,Dodge City Precinct 01,Kansas Senate,38,Republican,"Estes, Bud",285,00005A
FORD,Dodge City Airport,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,00005B
FORD,Dodge City Airport,Kansas Senate,38,Republican,"Estes, Bud",0,00005B
FORD,Dodge City Industrial Park,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,00005C
FORD,Dodge City Industrial Park,Kansas Senate,38,Republican,"Estes, Bud",0,00005C
FORD,Dodge City Precinct 03,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",215,000070
FORD,Dodge City Precinct 03,Kansas Senate,38,Republican,"Estes, Bud",188,000070
FORD,Dodge City Precinct 04,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",318,00008A
FORD,Dodge City Precinct 04,Kansas Senate,38,Republican,"Estes, Bud",487,00008A
FORD,Dodge City Excel #1,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,00008B
FORD,Dodge City Excel #1,Kansas Senate,38,Republican,"Estes, Bud",0,00008B
FORD,Dodge City Excel #2,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,00008C
FORD,Dodge City Excel #2,Kansas Senate,38,Republican,"Estes, Bud",0,00008C
FORD,Dodge City Millard,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,00008D
FORD,Dodge City Millard,Kansas Senate,38,Republican,"Estes, Bud",0,00008D
FORD,Dodge City Precinct 06,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",387,000100
FORD,Dodge City Precinct 06,Kansas Senate,38,Republican,"Estes, Bud",1241,000100
FORD,Dodge Township Ward 3,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",7,000200
FORD,Dodge Township Ward 3,Kansas Senate,38,Republican,"Estes, Bud",20,000200
FORD,Fairview Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",16,000220
FORD,Fairview Township,Kansas Senate,38,Republican,"Estes, Bud",93,000220
FORD,Ford City,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",7,000230
FORD,Ford City,Kansas Senate,38,Republican,"Estes, Bud",75,000230
FORD,Ford Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",10,000240
FORD,Ford Township,Kansas Senate,38,Republican,"Estes, Bud",62,000240
FORD,Richland Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",38,000260
FORD,Richland Township,Kansas Senate,38,Republican,"Estes, Bud",174,000260
FORD,Royal Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",19,000270
FORD,Royal Township,Kansas Senate,38,Republican,"Estes, Bud",100,000270
FORD,Sodville Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",3,000280
FORD,Sodville Township,Kansas Senate,38,Republican,"Estes, Bud",42,000280
FORD,Spearville City,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",65,000300
FORD,Spearville City,Kansas Senate,38,Republican,"Estes, Bud",311,000300
FORD,Spearville Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",19,000310
FORD,Spearville Township,Kansas Senate,38,Republican,"Estes, Bud",166,000310
FORD,Wheatland Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",5,000320
FORD,Wheatland Township,Kansas Senate,38,Republican,"Estes, Bud",63,000320
FORD,Wilburn Township,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",2,000330
FORD,Wilburn Township,Kansas Senate,38,Republican,"Estes, Bud",37,000330
FORD,Dodge Township H115,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",34,120020
FORD,Dodge Township H115,Kansas Senate,38,Republican,"Estes, Bud",176,120020
FORD,Dodge Township H119 A,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,12003A
FORD,Dodge Township H119 A,Kansas Senate,38,Republican,"Estes, Bud",0,12003A
FORD,Dodge Township H119,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",3,120030
FORD,Dodge Township H119,Kansas Senate,38,Republican,"Estes, Bud",25,120030
FORD,Enterprise Township H115,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",52,120040
FORD,Enterprise Township H115,Kansas Senate,38,Republican,"Estes, Bud",133,120040
FORD,Enterprise Township H119,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",6,120050
FORD,Enterprise Township H119,Kansas Senate,38,Republican,"Estes, Bud",1,120050
FORD,Grandview Township H115,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",30,120060
FORD,Grandview Township H115,Kansas Senate,38,Republican,"Estes, Bud",151,120060
FORD,Grandview Township East H119,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,12007A
FORD,Grandview Township East H119,Kansas Senate,38,Republican,"Estes, Bud",4,12007A
FORD,Grandview Township H119,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,120070
FORD,Grandview Township H119,Kansas Senate,38,Republican,"Estes, Bud",0,120070
FORD,Grandview Township Ward 2 H115,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",10,120080
FORD,Grandview Township Ward 2 H115,Kansas Senate,38,Republican,"Estes, Bud",28,120080
FORD,Grandview Township Ward 2 H119,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,120090
FORD,Grandview Township Ward 2 H119,Kansas Senate,38,Republican,"Estes, Bud",3,120090
FORD,Dodge City Precinct 03 H115,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,120100
FORD,Dodge City Precinct 03 H115,Kansas Senate,38,Republican,"Estes, Bud",0,120100
FORD,Dodge City Township C H115,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,120110
FORD,Dodge City Township C H115,Kansas Senate,38,Republican,"Estes, Bud",0,120110
FORD,Dodge City Township W H119,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,120120
FORD,Dodge City Township W H119,Kansas Senate,38,Republican,"Estes, Bud",1,120120
FORD,Dodge City Precinct 09,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",7,120130
FORD,Dodge City Precinct 09,Kansas Senate,38,Republican,"Estes, Bud",12,120130
FORD,Dodge City Precinct 10,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,120140
FORD,Dodge City Precinct 10,Kansas Senate,38,Republican,"Estes, Bud",0,120140
FORD,Dodge City Precinct 02,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",169,130010
FORD,Dodge City Precinct 02,Kansas Senate,38,Republican,"Estes, Bud",164,130010
FORD,Dodge City Precinct 05,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",317,130020
FORD,Dodge City Precinct 05,Kansas Senate,38,Republican,"Estes, Bud",939,130020
FORD,Dodge City Precinct 07,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",18,600010
FORD,Dodge City Precinct 07,Kansas Senate,38,Republican,"Estes, Bud",64,600010
FORD,Dodge City Precinct 08,Kansas Senate,38,Democratic,"Rodriguez, Miguel Angel",0,800010
FORD,Dodge City Precinct 08,Kansas Senate,38,Republican,"Estes, Bud",0,800010
FORD,Bloom Township,President / Vice President,,independent,"Stein, Jill",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Basiago, Andrew D.",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Castle, Darrell L",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"De La Fuente, ""Rocky"" Roque",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Giordani, Rocky",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Hedges, James A",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Hoefling, Tom",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Kahn, Lynn",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"La Riva, Gloria",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Levinson, Michael S.",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Maturen, Michael A",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"McMullin, Evan",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Moorehead, Monica G.",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Perry, Darryl",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Schoenke, Marshall R.",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Schriner, Joe C",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Smith, Mike",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Sood, Ajay",0,000010
FORD,Bloom Township,President / Vice President,,write - in,"Sterling, Shawna",0,000010
